,학교ID,학교명,학교급구분,소재지지번주소,소재지도로명주소,위도,경도
144,B000008092,전동중학교,중학교,서울특별시 동대문구 휘경동 49-295,서울특별시 동대문구 장안벚꽃로 291,37.58619359,127.0709291
146,B000008436,월곡중학교,중학교,서울특별시 성북구 상월곡동 35-1,서울특별시 성북구 장월로 6,37.60698163,127.0482588
147,B000008268,가락중학교,중학교,서울특별시 송파구 송파동 168,서울특별시 송파구 송이로 45,37.50248553,127.1187527
148,B000008200,창일중학교,중학교,서울특별시 도봉구 창동 369,서울특별시 도봉구 노해로66길 60,37.64898751,127.0469136
151,B000008087,전일중학교,중학교,서울특별시 동대문구 전농동 60-1,서울특별시 동대문구 사가정로13길 67,37.58250018,127.0583795
157,B000008088,전농중학교,중학교,서울특별시 동대문구 전농동 58-1,서울특별시 동대문구 사가정로13길 71,37.58204428,127.0592794
158,B000008086,장평중학교,중학교,서울특별시 동대문구 장안동 352,서울특별시 동대문구 답십리로72길 158,37.56685961,127.0704776
159,B000008170,우신중학교,중학교,서울특별시 구로구 궁동 230,서울특별시 구로구 부일로 917,37.49490231,126.8263536
161,B000008353,동덕여자중학교,중학교,서울특별시 서초구 방배동 산81-5,서울특별시 서초구 효령로2길 123-5,37.47587863,126.991995
165,B000008228,청원중학교,중학교,서울특별시 노원구 상계동 641,서울특별시 노원구 한글비석로 506,37.66525155,127.0625329
166,B000008204,상원중학교,중학교,서울특별시 노원구 상계동 632,서울특별시 노원구 수락산로 182,37.67176621,127.0595044
168,B000008263,잠실중학교,중학교,서울특별시 송파구 신천동 7-1,서울특별시 송파구 올림픽로35길 130,37.51781757,127.0986662
174,B000008330,염창중학교,중학교,서울특별시 강서구 염창동 85,서울특별시 강서구 양천로67가길 83,37.55426407,126.8717473
175,B000008096,정화여자중학교,중학교,서울특별시 동대문구 제기동 293,서울특별시 동대문구 홍릉로15길 50,37.58604864,127.0410078
178,B000008378,강남중학교,중학교,서울특별시 동작구 대방동 390-6,서울특별시 동작구 대방동15길 29,37.50276263,126.9233466
179,B000008178,문일중학교,중학교,서울특별시 금천구 시흥동 559-1,서울특별시 금천구 시흥대로47길 45,37.44891526,126.8987207
180,B000008095,동국대학교사범대학부속중학교,중학교,서울특별시 동대문구 장안동 328,서울특별시 동대문구 장안벚꽃로 201,37.57804718,127.0751705
182,B000008368,압구정중학교,중학교,서울특별시 강남구 압구정동 471,서울특별시 강남구 압구정로 225,37.53024224,127.0330027
183,B000008211,상계중학교,중학교,서울특별시 노원구 상계동 195-5,서울특별시 노원구 노원로 398,37.65260154,127.0689222
186,B000008387,강현중학교,중학교,서울특별시 동작구 상도동 335-5,서울특별시 동작구 상도로13라길 22,37.50311599,126.9307563
190,B000008434,서울대학교사범대학부설중학교,중학교,서울특별시 성북구 종암동 7-10,서울특별시 성북구 월곡로 36,37.59582047,127.0391333
192,B000008266,거원중학교,중학교,서울특별시 송파구 거여동 296,서울특별시 송파구 양산로2길 30,37.48772386,127.1465491
194,B000008101,봉화중학교,중학교,서울특별시 중랑구 망우동 122-1,서울특별시 중랑구 망우로70길 89,37.59582753,127.1043156
196,B000008163,개봉중학교,중학교,서울특별시 구로구 개봉동 24-2,서울특별시 구로구 고척로21나길 68,37.50352932,126.8423998
198,B000008275,문현중학교,중학교,서울특별시 송파구 장지동 838-3,서울특별시 송파구 충민로 99,37.48058417,127.1279464
201,B000008398,관악중학교,중학교,서울특별시 관악구 봉천동 100-569,서울특별시 관악구 남부순환로237길 60,37.48125828,126.9619123
212,B000008143,이화여자대학교사범대학부속이화·금란중학교,중학교,서울특별시 서대문구 대신동 47,서울특별시 서대문구 성산로 520,37.56264282,126.9444886
214,B000008279,영파여자중학교,중학교,서울특별시 송파구 풍납동 501,서울특별시 송파구 올림픽로 565,37.53273562,127.1197395
222,B000008401,신림중학교,중학교,서울특별시 관악구 신림동 133,서울특별시 관악구 신림로 40,37.47032734,126.946004
223,B000008157,홍익대학교사범대학부속여자중학교,중학교,서울특별시 마포구 성산동 산11-31,서울특별시 마포구 성미산로 51,37.55964474,126.9132084
228,B000008408,광신중학교,중학교,서울특별시 관악구 신림동 산87-6,서울특별시 관악구 광신길 141,37.4644762,126.9259406
231,B000008367,신구중학교,중학교,서울특별시 강남구 신사동 621,서울특별시 강남구 압구정로36길 17,37.52744229,127.0316727
234,B000008210,한천중학교,중학교,서울특별시 노원구 공릉동 481,서울특별시 노원구 공릉로 265,37.63131395,127.0724683
237,B000008403,난우중학교,중학교,서울특별시 관악구 신림동 652-156,서울특별시 관악구 난곡로16길 32,37.46680396,126.9228283
238,B000008381,동작중학교,중학교,서울특별시 동작구 동작동 59-1,서울특별시 동작구 동작대로39가길 83,37.49546195,126.9778016
240,B000008384,사당중학교,중학교,서울특별시 동작구 사당동 209-16,서울특별시 동작구 사당로9가길 58,37.48776119,126.9685407
241,B000008270,오금중학교,중학교,서울특별시 송파구 오금동 34,서울특별시 송파구 오금로35길 20,37.50527064,127.1288011
249,B000008355,언북중학교,중학교,서울특별시 강남구 논현동 69,서울특별시 강남구 도산대로38길 27,37.51942855,127.0331263
250,B000008264,석촌중학교,중학교,서울특별시 송파구 가락동 43,서울특별시 송파구 송이로15길 13,37.50145499,127.1211174
254,B000008160,신도림중학교,중학교,서울특별시 구로구 신도림동 311-1,서울특별시 구로구 경인로63길 74,37.51074073,126.8848071
255,B000008097,휘경여자중학교,중학교,서울특별시 동대문구 휘경동 43-7,서울특별시 동대문구 한천로 247,37.58190052,127.0674341
258,B000008206,하계중학교,중학교,서울특별시 노원구 하계동 231-4,서울특별시 노원구 노원로 261-8,37.64136991,127.0723336
261,B000008158,동도중학교,중학교,서울특별시 마포구 염리동 150,서울특별시 마포구 백범로 139,37.54670177,126.9469053
265,B000008136,홍은중학교,중학교,서울특별시 서대문구 홍은동 183,서울특별시 서대문구 연희로41길 94,37.59189151,126.9357524
266,B000008397,봉원중학교,중학교,서울특별시 관악구 봉천동 25-19,서울특별시 관악구 관악로24가길 15,37.48410274,126.9588909
267,B000008314,금옥중학교,중학교,서울특별시 양천구 신정동 729,서울특별시 양천구 신정로 213,37.51096532,126.8439717
268,B000008329,방원중학교,중학교,서울특별시 강서구 방화동 808,서울특별시 강서구 금낭화로 268,37.57597576,126.8086174
269,B000008165,고척중학교,중학교,서울특별시 구로구 고척동 76-2,서울특별시 구로구 중앙로3길 20,37.49974083,126.8613425
277,B000008375,숙명여자중학교,중학교,서울특별시 강남구 도곡동 91,서울특별시 강남구 남부순환로 2807,37.49147536,127.0526126
279,B000008347,서운중학교,중학교,서울특별시 서초구 서초동 1325-1,서울특별시 서초구 서운로 115,37.49394851,127.0245382
280,B000008410,무학중학교,중학교,서울특별시 성동구 행당동 322-1,서울특별시 성동구 행당로 120,37.55768336,127.0319746
281,B000008412,성수중학교,중학교,서울특별시 성동구 성수동1가 685-143,서울특별시 성동구 서울숲길 18,37.54734181,127.0382534
283,B000008354,서문여자중학교,중학교,서울특별시 서초구 방배동 1514,서울특별시 서초구 동광로12길 84,37.48891973,126.9845622
284,B000008380,국사봉중학교,중학교,서울특별시 동작구 상도동 214-437,서울특별시 동작구 양녕로20길 20,37.49353263,126.9440557
287,B000008339,등촌중학교,중학교,서울특별시 강서구 등촌동 산36-4,서울특별시 강서구 공항대로 484-12,37.55248221,126.8592148
289,B000008265,송파중학교,중학교,서울특별시 송파구 가락동 139,서울특별시 송파구 동남로 203,37.49592462,127.1299138
290,B000008388,문창중학교,중학교,서울특별시 동작구 신대방동 364-58,서울특별시 동작구 여의대방로22나길 40,37.49580287,126.9224055
293,B000008332,화원중학교,중학교,서울특별시 강서구 화곡동 351-94,서울특별시 강서구 강서로17나길 86,37.53621409,126.8424164
294,B000008342,경원중학교,중학교,서울특별시 서초구 잠원동 66-1,서울특별시 서초구 신반포로33길 39,37.5115816,127.0090183
297,B000008336,명덕여자중학교,중학교,서울특별시 강서구 내발산동 169-1,서울특별시 강서구 강서로47길 34-10,37.55394399,126.8342914
298,B000008349,서초중학교,중학교,서울특별시 서초구 서초동 1741-13,서울특별시 서초구 반포대로13길 48,37.48553868,127.0085193
301,B000008221,을지중학교,중학교,서울특별시 노원구 중계동 360-19,서울특별시 노원구 덕릉로 580,37.64978791,127.0717084
305,B000008167,구로중학교,중학교,서울특별시 구로구 구로동 90,서울특별시 구로구 구로중앙로 48,37.49485972,126.8910999
306,B000008442,종암중학교,중학교,서울특별시 성북구 종암동 32-3,서울특별시 성북구 종암로5길 80-17,37.593111,127.0319913
309,B000008161,경인중학교,중학교,서울특별시 구로구 개봉동 143-4,서울특별시 구로구 경인로 301,37.49846566,126.8536725
312,B000008176,난곡중학교,중학교,서울특별시 금천구 독산동 906-41,서울특별시 금천구 문성로 67,37.47804558,126.9107916
315,B000008390,동양중학교,중학교,서울특별시 동작구 흑석동 198-90,서울특별시 동작구 흑석로9길 94,37.51022314,126.9574775
316,B000008382,상도중학교,중학교,서울특별시 동작구 사당동 181-20,서울특별시 동작구 사당로2가길 72,37.4909219,126.9614756
323,B000008274,아주중학교,중학교,서울특별시 송파구 잠실동 115,서울특별시 송파구 올림픽로4길 69,37.50523028,127.0765497
326,B000008307,신월중학교,중학교,서울특별시 양천구 신월동 17-6,서울특별시 양천구 남부순환로29길 25,37.54046194,126.828389
341,B000008441,북악중학교,중학교,서울특별시 성북구 정릉동 640-3,서울특별시 성북구 정릉로12길 41,37.60700905,127.0016095
342,B000008223,중평중학교,중학교,서울특별시 노원구 하계동 271-2,서울특별시 노원구 동일로203길 87,37.63697638,127.0623933
345,B000008460,신일중학교,중학교,서울특별시 강북구 미아동 193-1,서울특별시 강북구 솔매로49길 20,37.62796722,127.0284273
349,B000008419,행당중학교,중학교,서울특별시 성동구 행당동 66-3,서울특별시 성동구 왕십리로 189,37.55455404,127.0419634
351,B000008201,창북중학교,중학교,서울특별시 도봉구 창동 683-15,서울특별시 도봉구 노해로62길 33,37.64911577,127.0388329
352,B000008361,대명중학교,중학교,서울특별시 강남구 대치동 952,서울특별시 강남구 역삼로87길 26,37.50633641,127.0609849
355,B000008252,배문중학교,중학교,서울특별시 용산구 서계동 259-3,서울특별시 용산구 효창원로 258,37.54991872,126.9639041
356,B000008406,남강중학교,중학교,서울특별시 관악구 신림동 627-1,서울특별시 관악구 난곡로34길 80,37.47137567,126.9249091
359,B000008149,신수중학교,중학교,서울특별시 마포구 신수동 371-1,서울특별시 마포구 신수로 49,37.545923,126.934132
360,B000008364,언주중학교,중학교,서울특별시 강남구 삼성동 28,서울특별시 강남구 선릉로116길 57,37.51465316,127.0466832
365,B000008259,가원중학교,중학교,서울특별시 송파구 가락동 106-3,서울특별시 송파구 중대로10길 40-18,37.49099949,127.1231711
372,B000008249,한강중학교,중학교,서울특별시 용산구 서빙고동 4-1,서울특별시 용산구 녹사평대로 73,37.52361192,126.9927909
380,B000008235,덕성여자중학교,중학교,서울특별시 종로구 송현동 34,서울특별시 종로구 율곡로3길 49,37.57778598,126.9819235
384,B000008183,문래중학교,중학교,서울특별시 영등포구 문래동6가 44,서울특별시 영등포구 선유서로13길 6,37.52041829,126.8841404
387,B000008105,원묵중학교,중학교,서울특별시 중랑구 묵동 12,서울특별시 중랑구 신내로23길 57,37.61777209,127.0843728
388,B000008227,상명중학교,중학교,서울특별시 노원구 중계동 515,서울특별시 노원구 덕릉로 553,37.64954781,127.0680416
389,B000008166,오류중학교,중학교,서울특별시 구로구 고척동 243,서울특별시 구로구 고척로27바길 19,37.50786222,126.8462113
391,B000008396,구암중학교,중학교,서울특별시 관악구 봉천동 1712-5,서울특별시 관악구 성현로 53,37.49277532,126.948602
394,B000008426,광양중학교,중학교,서울특별시 광진구 자양동 674,서울특별시 광진구 자양로3길 7,37.53089134,127.08617
395,B000008094,경희중학교,중학교,서울특별시 동대문구 이문동 1-3,서울특별시 동대문구 경희대로 26,37.59394914,127.054891
398,B000008445,홍익대학교사범대학부속중학교,중학교,서울특별시 성북구 성북동 151,서울특별시 성북구 성북로14가길 23,37.59366662,127.002805
401,B000008180,영원중학교,중학교,서울특별시 영등포구 영등포동 576-6,서울특별시 영등포구 영등포로62길 31,37.51497419,126.9136469
403,B000008437,숭곡중학교,중학교,서울특별시 성북구 하월곡동 87-1,서울특별시 성북구 종암로 208,37.60847848,127.0312998
409,B000008418,옥정중학교,중학교,서울특별시 성동구 옥수동 227,서울특별시 성동구 한림말길 11,37.54167037,127.0129832
413,B000008456,인수중학교,중학교,서울특별시 강북구 수유동 551,서울특별시 강북구 인수봉로75길 10,37.64386667,127.0099213
416,B000008454,미양중학교,중학교,서울특별시 강북구 미아동 837-734,서울특별시 강북구 인수봉로 39,37.62366717,127.0121792
420,B000008292,강일중학교,중학교,서울특별시 강동구 암사동 414-17,서울특별시 강동구 고덕로27길 12,37.5553497,127.1382586
422,B000008420,한양대학교사범대학부속중학교,중학교,서울특별시 성동구 사근동 223,서울특별시 성동구 마조로 42,37.56191884,127.042324
424,B000008305,신남중학교,중학교,서울특별시 양천구 신월동 610-3,서울특별시 양천구 중앙로29길 109,37.52077389,126.8478926
431,B000008338,덕원중학교,중학교,서울특별시 강서구 내발산동 산58,서울특별시 강서구 강서로45길 91-44,37.54862258,126.8290245
433,B000008366,수서중학교,중학교,서울특별시 강남구 수서동 710,서울특별시 강남구 광평로59길 57,37.49120377,127.1023799
441,B000008260,문정중학교,중학교,서울특별시 송파구 문정동 12-1,서울특별시 송파구 문정로 73,37.48848095,127.1300209
449,B000008428,용곡중학교,중학교,서울특별시 광진구 중곡동 176-77,서울특별시 광진구 용마산로22길 76,37.56595126,127.0890896
451,B000008125,대성중학교,중학교,서울특별시 은평구 갈현동 267-17,서울특별시 은평구 갈현로29길 51-24,37.62314228,126.9097907
453,B000008169,영서중학교,중학교,서울특별시 구로구 구로동 145-20,서울특별시 구로구 도림로20길 35,37.48911393,126.8956154
455,B000008098,경희여자중학교,중학교,서울특별시 동대문구 회기동 1-5,서울특별시 동대문구 경희대로 26,37.59394914,127.054891
459,B000008448,한성여자중학교,중학교,서울특별시 성북구 삼선동2가 395-4,서울특별시 성북구 삼선교로16길 118,37.58196256,127.0113127
462,B000008414,동마중학교,중학교,서울특별시 성동구 마장동 405-45,서울특별시 성동구 마조로11길 18,37.56280251,127.0403512
469,B000008110,장안중학교,중학교,서울특별시 중랑구 중화동 288-26,서울특별시 중랑구 동일로 780,37.60077444,127.0809965
470,B000008261,신천중학교,중학교,서울특별시 송파구 잠실동 19-4,서울특별시 송파구 백제고분로 11,37.51625001,127.0792834
478,B000008152,성산중학교,중학교,서울특별시 마포구 합정동 365-1,서울특별시 마포구 성지1길 32-13,37.54731637,126.9165628
483,B000008341,이수중학교,중학교,서울특별시 서초구 방배동 974-22,서울특별시 서초구 방배중앙로3길 32,37.48063003,126.989859
484,B000008245,대경중학교,중학교,서울특별시 중구 신당동 333-579,서울특별시 중구 매봉18길 111,37.55637326,127.0169792
487,B000008393,중앙대학교사범대학부속중학교,중학교,서울특별시 동작구 흑석동 86,서울특별시 동작구 서달로 124,37.50362942,126.9617326
488,B000008203,선덕중학교,중학교,서울특별시 도봉구 쌍문동 263,서울특별시 도봉구 시루봉로 53,37.65634868,127.0268766
489,B000008217,월계중학교,중학교,서울특별시 노원구 월계동 602-1,서울특별시 노원구 월계로45가길 54,37.63113114,127.0523203
491,B000008194,방학중학교,중학교,서울특별시 도봉구 방학동 313,서울특별시 도봉구 시루봉로 188,37.66546957,127.030859
492,B000008452,강북중학교,중학교,서울특별시 강북구 수유동 694,서울특별시 강북구 한천로150길 67,37.6449159,127.0253734
493,B000008108,신현중학교,중학교,서울특별시 중랑구 상봉동 483,서울특별시 중랑구 봉화산로 162,37.60441346,127.0915328
505,B000008459,서라벌중학교,중학교,서울특별시 강북구 우이동 103-9,서울특별시 강북구 삼양로155길 37-9,37.65698403,127.0114883
506,B000008172,문성중학교,중학교,서울특별시 금천구 독산동 61,서울특별시 금천구 독산로102길 78,37.4754682,126.9084938
511,B000008326,송정중학교,중학교,서울특별시 강서구 공항동 768-1,서울특별시 강서구 남부순환로 121,37.55315807,126.8152435
512,B000008277,배명중학교,중학교,서울특별시 송파구 삼전동 172-1,서울특별시 송파구 삼학사로 11,37.4976895,127.0958118
524,B000008453,삼각산중학교,중학교,서울특별시 강북구 미아동 1357-11,서울특별시 강북구 삼양로19길 141,37.61614897,127.0145684
525,B000008391,성남중학교,중학교,서울특별시 동작구 대방동 375-1,서울특별시 동작구 대방동길 74,37.50528157,126.9266153
526,B000008144,명지중학교,중학교,서울특별시 서대문구 홍은동 323-9,서울특별시 서대문구 명지2길 56,37.58491135,126.9270902
527,B000008350,언남중학교,중학교,서울특별시 서초구 양재동 310,서울특별시 서초구 동산로 55,37.47240137,127.0442813
534,B000008432,건국대학교사범대학부속중학교,중학교,서울특별시 광진구 화양동 528-4,서울특별시 광진구 자양로 145-1,37.54172407,127.0815971
535,B000008346,서일중학교,중학교,서울특별시 서초구 서초동 1313,서울특별시 서초구 서운로21길 2,37.49852986,127.0232207
537,B000008093,휘경중학교,중학교,서울특별시 동대문구 휘경동 286-66,서울특별시 동대문구 망우로18나길 20,37.58709299,127.0617461
541,B000008321,삼정중학교,중학교,서울특별시 강서구 방화동 856,서울특별시 강서구 금낭화로 210,37.5814869,126.8106015
543,B000008340,반포중학교,중학교,서울특별시 서초구 반포동 936,서울특별시 서초구 신반포로 67,37.50304393,126.991604
546,B000008407,서울문영여자중학교,중학교,서울특별시 관악구 봉천동 1695,서울특별시 관악구 관악로 85,37.47290457,126.9509181
547,B000008337,신정여자중학교,중학교,서울특별시 강서구 화곡동 477-1,서울특별시 강서구 등촌로13아길 20,37.53838143,126.8570622
550,B000008371,개원중학교,중학교,서울특별시 강남구 개포동 184,서울특별시 강남구 영동대로 101,37.49163975,127.0714157
557,B000008164,개웅중학교,중학교,서울특별시 구로구 개봉동 273-15,서울특별시 구로구 개봉로11길 81,37.4875269,126.8510711
563,B000008333,등원중학교,중학교,서울특별시 강서구 등촌동 707-4,서울특별시 강서구 화곡로65길 50,37.55971763,126.8516806
565,B000008427,광진중학교,중학교,서울특별시 광진구 자양동 693,서울특별시 광진구 뚝섬로64길 45,37.53221959,127.0901621
569,B000008276,보성중학교,중학교,서울특별시 송파구 방이동 89-22,서울특별시 송파구 양재대로 1278,37.52008989,127.1357293
570,B000008422,광장중학교,중학교,서울특별시 광진구 광장동 394-5,서울특별시 광진구 광장로1길 1,37.54717752,127.1019276
572,B000008182,당산서중학교,중학교,서울특별시 영등포구 당산동5가 5,서울특별시 영등포구 당산로41길 12,37.53248394,126.8988251
573,B000008257,서울체육중학교,중학교,서울특별시 송파구 방이동 88-14,서울특별시 송파구 강동대로 232,37.52233038,127.1298226
578,B000008134,연북중학교,중학교,서울특별시 서대문구 연희동 141,서울특별시 서대문구 연희로36길 32,37.57758095,126.9384801
579,B000008174,가산중학교,중학교,서울특별시 금천구 독산동 300-21,서울특별시 금천구 시흥대로115길 48,37.46877706,126.8944749
585,B000008155,광성중학교,중학교,서울특별시 마포구 신수동 91-20,서울특별시 마포구 신수로8길 20,37.54869756,126.9359696
589,B000008402,삼성중학교,중학교,서울특별시 관악구 신림동 220-1,서울특별시 관악구 신림로3가길 39-24,37.4676059,126.9425132
591,B000008324,경서중학교,중학교,서울특별시 강서구 가양동 1483,서울특별시 강서구 양천로59길 31,37.56124186,126.857764
600,B000008293,천호중학교,중학교,서울특별시 강동구 천호동 38-1,서울특별시 강동구 상암로 153,37.54651926,127.139698
603,B000008133,신연중학교,중학교,서울특별시 서대문구 연희동 1-107,서울특별시 서대문구 모래내로 408,37.58271543,126.9398364
607,B000008421,자양중학교,중학교,서울특별시 광진구 자양동 524-10,서울특별시 광진구 뚝섬로41길 33,37.53539805,127.074384
616,B000008435,삼선중학교,중학교,서울특별시 성북구 동소문동4가 278-174,서울특별시 성북구 동소문로3길 69,37.59174763,127.0078716
618,B000008430,동국대학교사범대학부속여자중학교,중학교,서울특별시 광진구 구의동 238-1,서울특별시 광진구 광나루로36길 47,37.54192936,127.0869731
620,B000008439,개운중학교,중학교,서울특별시 성북구 돈암동 83-145,서울특별시 성북구 북악산로 935,37.59462665,127.0248421
623,B000008443,고명중학교,중학교,서울특별시 성북구 돈암동 45-88,서울특별시 성북구 북악산로 870,37.59767468,127.0191869
624,B000008231,청운중학교,중학교,서울특별시 종로구 청운동 89-142,서울특별시 종로구 창의문로 51,37.58916985,126.9710959
638,B000008107,상봉중학교,중학교,서울특별시 중랑구 상봉동 282,서울특별시 중랑구 상봉중앙로8나길 28,37.60152799,127.0901246
641,B000008248,선린중학교,중학교,서울특별시 용산구 청파동3가 131-2,서울특별시 용산구 원효로97길 33-4,37.54276984,126.9660387
642,B000008219,상계제일중학교,중학교,서울특별시 노원구 중계동 132,서울특별시 노원구 덕릉로86길 29-15,37.6610756,127.0780785
647,B000008220,중계중학교,중학교,서울특별시 노원구 중계동 358-3,서울특별시 노원구 덕릉로76길 23,37.65563822,127.0752409
649,B000008253,신광여자중학교,중학교,서울특별시 용산구 청파동3가 100,서울특별시 용산구 청파로 263,37.54289988,126.9694475
651,B000008140,동명여자중학교,중학교,서울특별시 서대문구 천연동 31-1,서울특별시 서대문구 독립문로 49,37.56861542,126.9622529
652,B000008247,용산중학교,중학교,서울특별시 용산구 용산동2가 1-1623,서울특별시 용산구 두텁바위로 74,37.54600281,126.9809763
657,B000008328,방화중학교,중학교,서울특별시 강서구 방화동 636-1,서울특별시 강서구 개화동로27길 9,37.56433471,126.8071069
658,B000008131,충암중학교,중학교,서울특별시 은평구 응암동 272-113,서울특별시 은평구 가좌로5길 5,37.58464029,126.9218095
659,B000008109,중랑중학교,중학교,서울특별시 중랑구 중화동 276-1,서울특별시 중랑구 동일로140길 33,37.60535089,127.0807928
661,B000008376,진선여자중학교,중학교,서울특별시 강남구 역삼동 713,서울특별시 강남구 선릉로85길 27,37.50232303,127.0482866
664,B000008225,광운중학교,중학교,서울특별시 노원구 월계동 500,서울특별시 노원구 광운로1길 24,37.61923977,127.0565452
667,B000008312,강신중학교,중학교,서울특별시 양천구 신월동 1010,서울특별시 양천구 남부순환로 604,37.51513716,126.8381601
669,B000008242,장원중학교,중학교,서울특별시 중구 신당동 432-35,서울특별시 중구 동호로15길 93-34,37.55396452,127.0060429
677,B000022771,천왕중학교,중학교,서울특별시 구로구 천왕동 273-1,서울특별시 구로구 천왕로 63,37.48265442,126.8373336
693,B000008156,경성중학교,중학교,서울특별시 마포구 연남동 369-1,서울특별시 마포구 성미산로 111,37.56351064,126.9191663
695,B000008309,양서중학교,중학교,서울특별시 양천구 신월동 169-4,서울특별시 양천구 남부순환로 380,37.53262929,126.8291351
697,B000008099,대광중학교,중학교,서울특별시 동대문구 신설동 53-3,서울특별시 동대문구 안암로 6,37.57795467,127.0253235
698,B000008317,양정중학교,중학교,서울특별시 양천구 목동 911-2,서울특별시 양천구 안양천로 1039,37.53538402,126.8877343
700,B000008254,보성여자중학교,중학교,서울특별시 용산구 용산동2가 1-1123,서울특별시 용산구 신흥로3가길 66,37.54308154,126.9842842
705,B000008181,당산중학교,중학교,서울특별시 영등포구 당산동 121,서울특별시 영등포구 버드나루로 160,37.53203308,126.907614
707,B000008370,청담중학교,중학교,서울특별시 강남구 청담동 143,서울특별시 강남구 압구정로61길 36,37.52865979,127.0448101
711,B000008127,선일여자중학교,중학교,서울특별시 은평구 갈현동 240-1,서울특별시 은평구 갈현로29길 27,37.62030421,126.9119931
712,B000008085,숭인중학교,중학교,서울특별시 동대문구 답십리동 463-1,서울특별시 동대문구 천호대로47길 34,37.57392046,127.0440889
714,B000008455,번동중학교,중학교,서울특별시 강북구 번동 231,서울특별시 강북구 오현로35길 87,37.63244533,127.0362077
722,B000008444,용문중학교,중학교,서울특별시 성북구 안암동2가 96-1,서울특별시 성북구 고려대로17가길 46,37.58869033,127.0246608
731,B000008322,수명중학교,중학교,서울특별시 강서구 내발산동 757,서울특별시 강서구 수명로2길 16,37.54856699,126.8240596
733,B000008320,성재중학교,중학교,서울특별시 강서구 가양동 1463,서울특별시 강서구 허준로 36,37.56944938,126.8452953
739,B000008429,구의중학교,중학교,서울특별시 광진구 화양동 303-18,서울특별시 광진구 광나루로30길 80,37.5428503,127.0788404
742,B000008112,영란여자중학교,중학교,서울특별시 중랑구 망우동 220,서울특별시 중랑구 망우로73길 56,37.6031324,127.1053324
760,B000008440,장위중학교,중학교,서울특별시 성북구 장위동 231-623,서울특별시 성북구 장위로4길 70,37.61129251,127.0408411
767,B000008113,혜원여자중학교,중학교,서울특별시 중랑구 망우동 519,서울특별시 중랑구 봉우재로58길 39,37.59327987,127.0970427
773,B000008359,구룡중학교,중학교,서울특별시 강남구 개포동 650,서울특별시 강남구 선릉로 103,37.48615258,127.056121
775,B000008218,신창중학교,중학교,서울특별시 노원구 월계동 805-5,서울특별시 노원구 월계로45길 92,37.6285588,127.0474776
778,B000008395,당곡중학교,중학교,서울특별시 관악구 봉천동 682,서울특별시 관악구 봉천로13길 101,37.4923589,126.9326777
780,B000008311,양천중학교,중학교,서울특별시 양천구 신월동 948,서울특별시 양천구 지양로7길 32,37.51900116,126.8305508
783,B000022778,가재울중학교,중학교,서울특별시 서대문구 북가좌동 472,서울특별시 서대문구 수색로 100-75,37.57517186,126.9099537
