,Unnamed: 0,상가업소번호,상권업종대분류명,상권업종중분류명,상권업종소분류명,지번주소,도로명주소,위도,경도
93,75660,28056419,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 강남구 역삼동 826-37,서울특별시 강남구 테헤란로4길 46,37.49550124,127.0300538
94,76701,28095839,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 성북구 성북동 133-56,서울특별시 성북구 성북로 59,37.59263334,127.0018444
95,77778,21014661,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 노원구 월계동 321-2,서울특별시 노원구 월계로 370,37.63090874,127.0610386
96,82249,23126593,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 양천구 신정동 1028-3,서울특별시 양천구 신월로 318,37.52128316,126.8561719
97,85656,27934817,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 마포구 신수동 1-1,서울특별시 마포구 백범로 35,37.55149363,126.9430454
98,85686,28144652,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 송파구 가락동 192,서울특별시 송파구 동남로18길 9,37.49579438,127.1314124
99,86233,19973533,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 광진구 화양동 18-10,서울특별시 광진구 광나루로 356,37.54789854,127.0693802
100,91525,21857173,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 송파구 오금동 18-11,서울특별시 송파구 마천로 61,37.50819062,127.1274231
101,94517,12597691,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 영등포구 영등포동7가 47-2,서울특별시 영등포구 영중로 83,37.5237453,126.9048934
102,95116,28200490,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 강서구 가양동 154-16,서울특별시 강서구 강서로 497,37.56984788,126.8412796
103,95961,21613388,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 서초구 방배동 448-19,서울특별시 서초구 방배천로2길 39-15,37.47718834,126.9846025
104,103071,20875973,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 서초구 반포동 1130,서울특별시 서초구 신반포로 10,37.5004752,126.9860742
105,103198,22281961,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 용산구 한남동 657-44,서울특별시 용산구 대사관로 49,37.53361154,127.0035707
106,103298,22325074,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 종로구 종로5가 98-6,서울특별시 종로구 종로 207-1,37.57117116,127.0008517
107,103462,20890338,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 강동구 천호동 425-6,서울특별시 강동구 구천면로 188,37.54072222,127.1254486
108,103714,22375375,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 성동구 성수동1가 33-29,서울특별시 성동구 뚝섬로3길 14,37.54141562,127.0496015
109,103770,20919816,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 강남구 도곡동 543-7,서울특별시 강남구 도곡로28길 8,37.49205835,127.0420965
110,103948,22312803,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 중구 장충동2가 173-3,서울특별시 중구 퇴계로 270,37.56273499,127.0016322
111,104917,22283084,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 용산구 용산동6가 69-167,서울특별시 용산구 이촌로 352,37.51737102,126.9851556
112,105532,20909613,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 송파구 문정동 150-17,서울특별시 송파구 중대로 20,37.49001278,127.1112491
113,105995,28203408,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 마포구 동교동 179-28,서울특별시 마포구 신촌로4길 3,37.55768101,126.9287423
114,106111,28040674,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 강북구 우이동 1,서울특별시 강북구 삼양로 660,37.66163369,127.0135247
115,106588,22473663,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 금천구 가산동 146-61,서울특별시 금천구 남부순환로 1288,37.47842745,126.8937966
116,106880,22282878,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 용산구 청파동2가 53-12,서울특별시 용산구 청파로47길 100,37.54546245,126.9650617
117,107017,20760235,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 강남구 청담동 134-20,서울특별시 강남구 학동로101길 26,37.52244052,127.0576029
118,107237,27925672,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 관악구 신림동 1636-45,서울특별시 관악구 문성로31길 38,37.48065717,126.9284636
119,107441,22467388,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 양천구 신월동 229-3,서울특별시 양천구 곰달래로10길 9,37.52914862,126.8367391
120,108156,22504854,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 관악구 남현동 100-14,서울특별시 관악구 과천대로 851,37.4665336,126.9872562
121,108182,21606538,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 관악구 봉천동 935-3,서울특별시 관악구 봉천로27길 58,37.48582195,126.9416533
122,108271,21608551,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 종로구 원남동 151-6,서울특별시 종로구 율곡로 160,37.57601546,126.9962133
123,108308,21604131,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 마포구 서교동 394-43,서울특별시 마포구 양화로 62,37.55035309,126.9156402
124,109112,20927272,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 송파구 잠실동 101-1,서울특별시 송파구 올림픽로4길 40,37.50718163,127.074184
125,109332,20920858,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 노원구 월계동 15-3,서울특별시 노원구 마들로 57-1,37.62089851,127.0690374
126,109773,20750247,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 강남구 청담동 120-3,서울특별시 강남구 도산대로 507,37.52474641,127.048512
127,110282,23614936,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 종로구 서린동 154-1,서울특별시 종로구 종로 6,37.56983193,126.9780823
128,110318,21616491,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 송파구 잠실동 27-12,서울특별시 송파구 잠실로 51-33,37.51314067,127.0943355
129,111092,21974053,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 강동구 둔촌동 67-1,서울특별시 강동구 진황도로 147,37.53288322,127.1414372
130,111270,22446773,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 양천구 신월동 166-7,서울특별시 양천구 남부순환로 364,37.53466458,126.8286992
131,111304,21965062,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 서초구 방배동 773-11,서울특별시 서초구 방배로 238,37.49437975,126.9897754
132,111407,22431276,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 성북구 안암동3가 135,서울특별시 성북구 안암로9길 30,37.58183087,127.0245986
