,주소,위도,경도,지하철 평균거리
1198,서울특별시 마포구 마포대로10길 22,37.5471128,126.9554496,6.047458994
1199,서울특별시 마포구 마포대로 33,37.5399269,126.945289,6.685881356
1200,서울특별시 마포구 마포대로 262,37.5563617,126.9591333,8.243108033
1201,서울특별시 마포구 마포대로 246,37.55535394,126.9585597,7.715829843
1202,서울특별시 마포구 마포대로 195,37.552355,126.9542913,6.103266815
1203,서울특별시 마포구 마포대로 167,37.5507992,126.9521365,7.717420509
1204,서울특별시 마포구 마포대로 115-8,37.5480749,126.950904,13.9584921
1205,서울특별시 마포구 마포대로 115-8,37.5468006,126.9514816,13.9584921
1206,서울특별시 마포구 독막로42길 2,37.5433293,126.9451908,7.570269553
1207,서울특별시 마포구 독막로28길 7,37.546851,126.9376295,4.945070377
1208,서울특별시 마포구 독막로28길 10,37.5466152,126.936584,4.884082172
1209,서울특별시 마포구 독막로20나길 22,37.5461503,126.9252469,4.363135526
1210,서울특별시 마포구 독막로20나길 21,37.5469174,126.9271752,4.675653883
1211,서울특별시 마포구 독막로18길 5,37.5470285,126.9242897,5.760528457
1212,서울특별시 마포구 독막로 266,37.5447358,126.9425711,14.17343145
1213,서울특별시 마포구 독막로 266,37.5447358,126.9425711,14.17343145
1214,서울특별시 마포구 독막로 209,37.5477681,126.9368027,5.322378733
1215,서울특별시 마포구 독막로 145,37.5484412,126.9295552,5.00439651
1216,서울특별시 마포구 도화길 28,37.5401501,126.9502808,6.980000954
1217,서울특별시 마포구 도화4길 41,37.5403318,126.9523524,7.181957069
1218,서울특별시 마포구 대흥로24길 24,37.553719,126.947802,5.616363886
1219,서울특별시 마포구 대흥로 175,37.55557,126.94451,4.892074072
1220,서울특별시 마포구 광성로 17,37.551036,126.934264,5.383045468
1221,서울특별시 동작구 흑석한강로 27,37.503001,126.9653721,
1222,서울특별시 동작구 흑석한강로 12,37.5062196,126.9652808,
1223,서울특별시 동작구 현충로 52,37.5096558,126.9623507,
1224,서울특별시 동작구 현충로 151,37.5066333,126.9707,1.061483229
1225,서울특별시 동작구 현충로 119,37.5079377,126.9667533,
1226,서울특별시 동작구 장승배기로4길 9,37.5023958,126.9420377,4.482506742
1227,서울특별시 동작구 장승배기로16길 134,37.5100516,126.9436275,2.532618227
1228,서울특별시 동작구 장승배기로10길 100,37.50285108,126.9434908,4.77235815
1229,서울특별시 동작구 장승배기로 26,37.5007619,126.9427071,3.721366851
1230,서울특별시 동작구 여의대방로62길 23,37.5142635,126.9301341,1.021457997
1231,서울특별시 동작구 여의대방로54길 6,37.5116136,126.9256082,
1232,서울특별시 동작구 여의대방로44길 9,37.5094454,126.9256289,
1233,서울특별시 동작구 여의대방로44길 47,37.5095402,126.929455,1.017805366
1234,서울특별시 동작구 여의대방로44길 10,37.507338,126.9246341,2.213386007
1235,서울특별시 동작구 여의대방로24다길 40,37.4985351,126.9231264,5.354201715
1236,서울특별시 동작구 여의대방로22아길 22,37.4965836,126.9240174,4.028470165
1237,서울특별시 동작구 여의대방로10길 59,37.4944124,126.9155388,3.831872181
1238,서울특별시 동작구 여의대방로10길 38,37.4943002,126.9135893,3.835575795
1239,서울특별시 동작구 여의대방로10길 14,37.4960303,126.9136562,4.004188864
1240,서울특별시 동작구 여의대방로10길 13,37.4956195,126.9149472,3.975303512
1241,서울특별시 동작구 여의대방로10길 100,37.49197391,126.9148662,1.956839143
1242,서울특별시 동작구 여의대방로 8,37.4920816,126.9115326,2.802575777
1243,서울특별시 동작구 여의대방로 28,37.4936403,126.912997,3.738797875
1244,서울특별시 동작구 여의대방로 22,37.4922794,126.9116108,2.804815887
1245,서울특별시 동작구 양녕로23길 9,37.4952643,126.9422939,
1246,서울특별시 동작구 양녕로 220,37.500753,126.947169,4.598317392
1247,서울특별시 동작구 양녕로 170,37.496497,126.943431,3.243882286
1248,서울특별시 동작구 알마타길 58,37.5108264,126.9312764,1.052129699
1249,서울특별시 동작구 신대방길 85,37.489496,126.9085431,3.231998517
1250,서울특별시 동작구 신대방1나길 45,37.485921,126.907035,3.752843276
1251,서울특별시 동작구 신대방1가길 38,37.4874945,126.9069458,3.674909245
1252,서울특별시 동작구 서달로1길 17,37.5004204,126.9585765,1.541012242
1253,서울특별시 동작구 서달로 91,37.5024601,126.9585023,2.230901016
1254,서울특별시 동작구 서달로 83,37.5006676,126.9596386,1.369142925
1255,서울특별시 동작구 서달로 150,37.5066777,126.9621949,
1256,서울특별시 동작구 서달로 123,37.5041889,126.9603577,
1257,서울특별시 동작구 상도로60길 20,37.5007481,126.9512393,3.931384308
1258,서울특별시 동작구 상도로55길 47,37.5018787,126.9511199,3.779240648
1259,서울특별시 동작구 상도로53길 8,37.4992699,126.9547179,3.487751942
1260,서울특별시 동작구 상도로53길 70,37.5021303,126.9543846,3.066040499
1261,서울특별시 동작구 상도로34길 42,37.5029264,126.9444312,4.832932474
1262,서울특별시 동작구 상도로31길 19,37.5059773,126.9437593,4.299685479
1263,서울특별시 동작구 상도로30길 39,37.50479404,126.9422942,9.660275748
1264,서울특별시 동작구 상도로30길 39,37.5048087,126.9438666,9.660275748
1265,서울특별시 동작구 상도로15길 131,37.50496812,126.9379669,4.179484385
1266,서울특별시 동작구 상도로 407,37.5012043,126.9509806,3.909227445
1267,서울특별시 동작구 상도로 346-2,37.4947757,126.9482556,2.732694044
1268,서울특별시 동작구 상도로 346-1,37.4958315,126.9511563,3.536192397
1269,서울특별시 동작구 상도로 320,37.5014488,126.9517257,3.756189862
1270,서울특별시 동작구 상도로 107,37.5015468,126.9316464,3.705751273
1271,서울특별시 동작구 사당로9가길 82,37.4882464,126.9678137,1.835620131
1272,서울특별시 동작구 사당로2길 2-32,37.5009336,126.9516004,3.860359694
1273,서울특별시 동작구 사당로2가길 188,37.4860661,126.9653347,1.693600198
1274,서울특별시 동작구 사당로2가길 173,37.48705,126.965263,1.56703159
1275,서울특별시 동작구 사당로27길 190,37.4907263,126.9724822,3.442433933
1276,서울특별시 동작구 사당로27길 181,37.4901983,126.9714969,2.455144086
1277,서울특별시 동작구 사당로27길 130,37.489462,126.9739891,4.202619372
1278,서울특별시 동작구 사당로23바길 9,37.4888821,126.9711461,3.667387035
1279,서울특별시 동작구 사당로23길 112,37.48754348,126.9742217,5.066296764
1280,서울특별시 동작구 사당로17길 52,37.4877838,126.972064,4.254092526
1281,서울특별시 동작구 사당로17길 111,37.4883008,126.9702379,2.231920816
1282,서울특별시 동작구 사당로16다길 57,37.4829384,126.96955,3.629625298
1283,서울특별시 동작구 사당로16길 96,37.4790915,126.9702595,3.19037688
1284,서울특별시 동작구 사당로13길 31,37.4854989,126.9711806,4.511448464
1285,서울특별시 동작구 사당로 90,37.492635,126.962381,1.227311407
1286,서울특별시 동작구 보라매로5길 5,37.492347,126.9251592,3.222566781
1287,서울특별시 동작구 보라매로5길 43,37.4914294,126.9233792,3.044718878
1288,서울특별시 동작구 보라매로5가길 16,37.4913255,126.9241097,1.06761365
1289,서울특별시 동작구 보라매로 70,37.4954331,126.9285594,2.970252434
1290,서울특별시 동작구 매봉로 99,37.5091245,126.9493928,1.482134412
1291,서울특별시 동작구 매봉로 134,37.5096842,126.9518199,1.239618262
1292,서울특별시 동작구 매봉로 123,37.5099892,126.9495123,1.297218673
1293,서울특별시 동작구 만양로8길 50,37.5096343,126.9478165,2.370724299
1294,서울특별시 동작구 만양로 84,37.5109978,126.9451391,2.225276656
1295,서울특별시 동작구 만양로 6,37.50499309,126.9467911,4.324673702
1296,서울특별시 동작구 만양로 26,37.5071675,126.9497843,4.189943107
1297,서울특별시 동작구 만양로 26,37.5071696,126.9497857,4.189943107
1298,서울특별시 동작구 만양로 19,37.5065005,126.9429565,7.537409094
1299,서울특별시 동작구 만양로 19,37.5075289,126.9439718,7.537409094
1300,서울특별시 동작구 등용로14길 34,37.51196,126.93323,1.057240916
1301,서울특별시 동작구 등용로 37,37.5053283,126.9330742,6.54971166
1302,서울특별시 동작구 등용로 37,37.5046037,126.933382,6.54971166
1303,서울특별시 동작구 등용로 127,37.5126917,126.9313091,
1304,서울특별시 동작구 동작대로39길 22,37.4942151,126.9801633,2.319268817
1305,서울특별시 동작구 동작대로39가길 55,37.4940729,126.9784252,2.235355498
1306,서울특별시 동작구 동작대로29길 195,37.493362,126.9752458,1.122530977
1307,서울특별시 동작구 동작대로29길 119,37.4886826,126.9764363,5.209087013
1308,서울특별시 동작구 동작대로29길 118,37.4910995,126.9769147,4.001341073
1309,서울특별시 동작구 동작대로29길 110,37.4886826,126.9764363,5.209087013
1310,서울특별시 동작구 노량진로32길 156,37.5098847,126.9545986,1.041667619
1311,서울특별시 동작구 노량진로24길 2,37.5121972,126.9529795,
1312,서울특별시 동작구 노량진로23가길 23,37.5136882,126.9514157,
1313,서울특별시 동작구 노량진로22길 60,37.5107805,126.9496541,1.163371386
1314,서울특별시 동작구 남부순환로255길 21,37.4772227,126.9691308,2.985875075
1315,서울특별시 동대문구 휘경로 60,37.59416023,127.0649569,
1316,서울특별시 동대문구 회기로8길 20,37.5888362,127.0391833,3.203190947
1317,서울특별시 동대문구 회기로5길 100,37.5965132,127.0414399,2.983420841
1318,서울특별시 동대문구 회기로26길 15,37.590378,127.0529551,
1319,서울특별시 동대문구 황물로15길 25,37.5663332,127.0578742,4.637134558
1320,서울특별시 동대문구 홍릉로10길 48,37.5861654,127.04603,2.412797409
1321,서울특별시 동대문구 한천로63길 10,37.6047456,127.0648775,1.014794156
1322,서울특별시 동대문구 한천로58길 75-45,37.6017621,127.0679412,
1323,서울특별시 동대문구 한천로58길 47,37.5997847,127.0685035,1.013667088
1324,서울특별시 동대문구 한천로58길 139,37.6025608,127.0698249,1.167349756
1325,서울특별시 동대문구 한천로58길 135,37.6022736,127.0708389,1.308481333
1326,서울특별시 동대문구 한천로58길 107,37.6013336,127.070234,1.228346325
1327,서울특별시 동대문구 한천로55길 9,37.5959326,127.067574,
1328,서울특별시 동대문구 한천로37길 33,37.575779,127.065374,
1329,서울특별시 동대문구 한천로11길 10-1,37.5693658,127.0617276,2.401290127
1330,서울특별시 동대문구 한천로11길 10,37.5682471,127.061107,2.719652203
1331,서울특별시 동대문구 한천로 42,37.5664908,127.0625289,2.979524873
1332,서울특별시 동대문구 한천로 300,37.5874125,127.0686947,
1333,서울특별시 동대문구 한천로 248,37.5830037,127.0707607,
1334,서울특별시 동대문구 한천로 248,37.5830037,127.0707607,
1335,서울특별시 동대문구 한천로 224,37.5812961,127.0688912,
1336,서울특별시 동대문구 한빛로 73,37.57941943,127.03047,7.277089153
1337,서울특별시 동대문구 천호대로55길 11,37.57154174,127.0461942,7.354582307
1338,서울특별시 동대문구 천호대로47길 62,37.5748075,127.0445899,6.815768461
1339,서울특별시 동대문구 천장산로11길 22,37.6004297,127.0568469,1.007926977
1340,서울특별시 동대문구 제기로26길 26,37.5854139,127.0450821,2.58810887
1341,서울특별시 동대문구 제기로 131,37.5881072,127.0494012,1.04756938
1342,서울특별시 동대문구 제기로 129,37.587325,127.047631,1.219692796
1343,서울특별시 동대문구 정릉천동로 90,37.5799573,127.0357839,6.043775126
1344,서울특별시 동대문구 정릉천동로 80,37.5792417,127.0355,6.207077667
1345,서울특별시 동대문구 정릉천동로 58,37.5771878,127.0360455,6.289178304
1346,서울특별시 동대문구 정릉천동로 36,37.5755,127.035661,7.145442459
1347,서울특별시 동대문구 정릉천동로 16,37.5734458,127.0362528,5.618627687
1348,서울특별시 동대문구 전농로16길 51,37.5800088,127.0604943,
1349,서울특별시 동대문구 전농로10길 20,37.574435,127.0595902,
1350,서울특별시 동대문구 전농로10길 111,37.5773883,127.0628042,
1351,서울특별시 동대문구 전농로 192,37.5819426,127.0556161,1.055734016
1352,서울특별시 동대문구 장한로27가길 37,37.57506694,127.0703654,
1353,서울특별시 동대문구 장한로26다길 84,37.5685321,127.0715649,1.026459455
1354,서울특별시 동대문구 장한로14길 81,37.5660182,127.0732291,1.094623096
1355,서울특별시 동대문구 장한로 119,37.5716753,127.0698761,
1356,서울특별시 동대문구 장안벚꽃로5길 19,37.58168,127.0742104,
1357,서울특별시 동대문구 장안벚꽃로5길 10,37.5818757,127.0734291,
1358,서울특별시 동대문구 장안벚꽃로1길 7,37.5759749,127.0753766,
1359,서울특별시 동대문구 장안벚꽃로 167,37.5739731,127.0754092,
1360,서울특별시 동대문구 장안벚꽃로 107,37.5698432,127.0745688,
1361,서울특별시 동대문구 이문로54길 16,37.6047975,127.0630015,1.158671365
1362,서울특별시 동대문구 이문로1길 21,37.5896298,127.0518397,
1363,서울특별시 동대문구 이문로12길 3-10,37.593404,127.0600617,
1364,서울특별시 동대문구 외대역동로1길 60-3,37.591618,127.062659,
1365,서울특별시 동대문구 외대역동로1길 24,37.5917499,127.063941,
1366,서울특별시 동대문구 외대역동로 14,37.5910393,127.0684021,
1367,서울특별시 동대문구 외대역동로 101,37.5964835,127.0646356,
1368,서울특별시 동대문구 왕산로23길 89,37.5823765,127.0339745,4.466569598
1369,서울특별시 동대문구 약령시로21길 30,37.5850545,127.0463246,1.827688705
1370,서울특별시 동대문구 약령시로 25,37.5835133,127.032346,4.722532198
1371,서울특별시 동대문구 약령시로 147,37.5839418,127.0468278,2.272455251
1372,서울특별시 동대문구 신이문로 9,37.6041205,127.063182,1.074874588
1373,서울특별시 동대문구 서울시립대로 75,37.5783111,127.0485695,3.048943015
1374,서울특별시 동대문구 서울시립대로 5,37.5726992,127.0441344,6.403198416
1375,서울특별시 동대문구 서울시립대로 31,37.5749667,127.0458375,11.18890479
1376,서울특별시 동대문구 서울시립대로 31,37.5749269,127.0462304,11.18890479
1377,서울특별시 동대문구 서울시립대로 14,37.5726683,127.0461674,7.01038244
1378,서울특별시 동대문구 사가정로 65,37.57552441,127.0496883,3.013292518
1379,서울특별시 동대문구 사가정로 148,37.5764855,127.0595598,
1380,서울특별시 동대문구 무학로26길 30,37.5726319,127.0322964,6.948590194
1381,서울특별시 동대문구 망우로20길 86,37.5903425,127.0663104,
1382,서울특별시 동대문구 망우로 95,37.5910981,127.0633712,
1383,서울특별시 동대문구 망우로 135,37.5926669,127.0675572,
1384,서울특별시 동대문구 망우로 105,37.5915179,127.0644927,
1385,서울특별시 동대문구 답십리로60길 38,37.5706382,127.0634237,1.040309934
1386,서울특별시 동대문구 답십리로59길 7,37.5735797,127.065531,
1387,서울특별시 동대문구 답십리로59길 33,37.5748599,127.0660452,
1388,서울특별시 동대문구 답십리로57길 53,37.5751663,127.0611525,
1389,서울특별시 동대문구 답십리로56길 21-1,37.5688105,127.0592655,2.724359993
1390,서울특별시 동대문구 답십리로56길 21,37.5696142,127.0598719,2.479339441
1391,서울특별시 동대문구 답십리로56길 105,37.56778387,127.0584009,4.026160237
1392,서울특별시 동대문구 답십리로41길 33,37.57342,127.0534582,2.713412212
1393,서울특별시 동대문구 답십리로23길 30,37.57591885,127.0490516,3.952114464
1394,서울특별시 동대문구 답십리로 210-30,37.5708179,127.0625854,2.05144784
1395,서울특별시 동대문구 답십리로 184,37.5714222,127.0603912,1.18680177
1396,서울특별시 동대문구 답십리로 141,37.57533901,127.0556557,1.020624896
1397,서울특별시 동대문구 답십리로 130,37.57285189,127.05237,3.078478003
1398,서울특별시 동대문구 고산자로29길 18,37.5763303,127.0369774,6.396165378
1399,서울특별시 동대문구 고산자로 534,37.5888362,127.0391833,3.203190947
1400,서울특별시 동대문구 겸재로 24,37.5841565,127.0711253,
1401,서울특별시 도봉구 해등로25길 41,37.6560261,127.0338661,1.245157209
1402,서울특별시 도봉구 해등로25길 36,37.6560324,127.0321457,1.198589296
1403,서울특별시 도봉구 해등로16길 12,37.6557963,127.0408817,2.496227068
1404,서울특별시 도봉구 해등로12길 44,37.6527304,127.0423156,3.168067252
1405,서울특별시 도봉구 해등로 50,37.6500348,127.045837,2.931890752
1406,서울특별시 도봉구 해등로 32,37.64679606,127.0447323,2.412876234
1407,서울특별시 도봉구 해등로 307,37.6568504,127.0217568,
1408,서울특별시 도봉구 해등로 286-5,37.6579642,127.0238773,
1409,서울특별시 도봉구 해등로 264,37.6580542,127.0262264,
1410,서울특별시 도봉구 해등로 242-12,37.6585731,127.0312223,
1411,서울특별시 도봉구 해등로 242-11,37.6585585,127.0292747,
1412,서울특별시 도봉구 해등로 241-14,37.6569631,127.0290465,
1413,서울특별시 도봉구 해등로 231,37.6570493,127.0313402,1.037684181
1414,서울특별시 도봉구 해등로 206,37.6590733,127.0335,
1415,서울특별시 도봉구 해등로 195,37.657078,127.0367266,1.075923719
1416,서울특별시 도봉구 해등로 118,37.6540521,127.0422898,2.944268489
1417,서울특별시 도봉구 해등로 113,37.6534424,127.0394284,2.900515338
1418,서울특별시 도봉구 우이천로4라길 11-14,37.6334333,127.0425663,
1419,서울특별시 도봉구 우이천로38가길 32,37.6523384,127.0212039,
1420,서울특별시 도봉구 우이천로32길 65,37.6514803,127.0247582,1.066176537
1421,서울특별시 도봉구 우이천로20길 7,37.6413744,127.0341999,1.200173425
1422,서울특별시 도봉구 우이천로20길 6,37.64039885,127.0339733,1.060535215
1423,서울특별시 도봉구 우이천로 367,37.64788523,127.0240314,1.040479371
1424,서울특별시 도봉구 우이천로 328,37.6470609,127.0280022,1.569112877
1425,서울특별시 도봉구 우이천로 304,37.6460891,127.0306912,2.084564926
1426,서울특별시 도봉구 우이천로 200,37.6378476,127.0356752,
1427,서울특별시 도봉구 시루봉로6길 53,37.6593237,127.0300422,
1428,서울특별시 도봉구 시루봉로5길 48,37.6588206,127.0252708,
1429,서울특별시 도봉구 시루봉로11길 25-5,37.6645017,127.0268136,
1430,서울특별시 도봉구 시루봉로 8,37.6515473,127.0292393,1.723447547
1431,서울특별시 도봉구 시루봉로 58,37.6557438,127.0291405,1.089016737
1432,서울특별시 도봉구 시루봉로 166,37.6645568,127.0302398,
1433,서울특별시 도봉구 시루봉로 148,37.6636195,127.0285219,
1434,서울특별시 도봉구 시루봉로 107,37.6606886,127.0286105,
1435,서울특별시 도봉구 삼양로 566,37.653846,127.0139503,
1436,서울특별시 도봉구 방학로15길 40,37.6591199,127.0235374,
1437,서울특별시 도봉구 방학로15길 26-7,37.6602606,127.0232617,
1438,서울특별시 도봉구 방학로11길 36,37.6600699,127.0317182,
1439,서울특별시 도봉구 방학로11길 10,37.6612354,127.0317924,
1440,서울특별시 도봉구 방학로 212-11,37.6628505,127.0281276,
1441,서울특별시 도봉구 방학로 200,37.6628212,127.0296648,
1442,서울특별시 도봉구 방학로 120,37.6633044,127.0395517,
1443,서울특별시 도봉구 마들로16길 56,37.660802,127.0497889,2.345038955
1444,서울특별시 도봉구 마들로 891,37.6876334,127.048658,3.994472606
1445,서울특별시 도봉구 마들로 859-19,37.6857192,127.0480587,2.484346165
1446,서울특별시 도봉구 마들로 835,37.6846182,127.0505173,2.66768058
1447,서울특별시 도봉구 마들로 770,37.6783964,127.049861,2.029566776
1448,서울특별시 도봉구 마들로 735-8,37.676276,127.0476751,1.440890983
1449,서울특별시 도봉구 마들로 684-9,37.6734511,127.04809,1.263413134
1450,서울특별시 도봉구 마들로 684-20,37.6704232,127.0474639,
1451,서울특별시 도봉구 마들로 657,37.6686013,127.045475,
1452,서울특별시 도봉구 마들로 646,37.6670964,127.0472435,1.056995836
1453,서울특별시 도봉구 마들로 616,37.6655235,127.0478802,1.156550949
1454,서울특별시 도봉구 마들로 551,37.6598502,127.0481785,1.353874865
1455,서울특별시 도봉구 도봉산길 35,37.6868254,127.0415817,1.977117766
1456,서울특별시 도봉구 도봉로180나길 16,37.6832501,127.0491249,2.622142196
1457,서울특별시 도봉구 도봉로180길 6-81,37.6810071,127.0488068,2.476997505
1458,서울특별시 도봉구 도봉로180길 6-25,37.6815145,127.0469082,2.340323788
1459,서울특별시 도봉구 도봉로180길 50,37.6819705,127.0490413,2.557673182
1460,서울특별시 도봉구 도봉로170길 40,37.6796389,127.0462651,1.201448702
1461,서울특별시 도봉구 도봉로169길 31,37.6791596,127.0444585,1.024927419
1462,서울특별시 도봉구 도봉로167길 38,37.67819466,127.0430955,
1463,서울특별시 도봉구 도봉로150길 43,37.6664768,127.0456136,
1464,서울특별시 도봉구 도봉로150길 42,37.6650791,127.0458277,
1465,서울특별시 도봉구 도봉로146길 36,37.6636237,127.045175,
1466,서울특별시 도봉구 도봉로136나길 40,37.6563222,127.0444705,2.231818904
1467,서울특별시 도봉구 도봉로136길 28,37.6579079,127.0437366,1.59178562
1468,서울특별시 도봉구 도봉로136길 111,37.6610455,127.0460989,1.133836587
1469,서울특별시 도봉구 도봉로136가길 73,37.654516,127.0464538,5.49037425
1470,서울특별시 도봉구 도봉로136가길 68,37.6564796,127.0417515,1.567100076
1471,서울특별시 도봉구 도봉로129길 45-12,37.6548109,127.0351564,1.507249722
1472,서울특별시 도봉구 도봉로114길 22-8,37.6470839,127.0352336,5.034023534
1473,서울특별시 도봉구 도봉로110다길 51,37.6429232,127.0334037,1.489121441
1474,서울특별시 도봉구 도봉로110다길 5,37.6457291,127.0349775,2.882301715
1475,서울특별시 도봉구 도봉로 642-30,37.6617487,127.0440625,
1476,서울특별시 도봉구 도당로6길 14-5,37.6618155,127.0356742,
1477,서울특별시 도봉구 도당로15길 36,37.667052,127.036102,
1478,서울특별시 도봉구 도당로 41,37.6611543,127.0340669,
1479,서울특별시 도봉구 도당로 116,37.6665384,127.0396369,
1480,서울특별시 도봉구 덕릉로66길 17,37.6441576,127.0533313,1.036792706
1481,서울특별시 도봉구 덕릉로63가길 43,37.642249,127.0373097,1.308286603
1482,서울특별시 도봉구 덕릉로62길 13,37.6410718,127.0416809,
1483,서울특별시 도봉구 덕릉로60길 164-13,37.63299024,127.0429444,
1484,서울특별시 도봉구 덕릉로 371,37.6463829,127.0495729,1.286341239
1485,서울특별시 도봉구 덕릉로 349,37.6454834,127.0472453,1.161415883
1486,서울특별시 도봉구 노해로70길 54,37.6494912,127.0531884,1.573542755
1487,서울특별시 도봉구 노해로70길 126,37.6467803,127.0512267,1.282520603
1488,서울특별시 도봉구 노해로70길 12,37.6512705,127.0503498,3.151678715
1489,서울특별시 도봉구 노해로69길 103,37.6572555,127.048141,2.219570658
1490,서울특별시 도봉구 노해로69가길 54,37.6589076,127.0459487,1.534879696
1491,서울특별시 도봉구 노해로66길 21,37.6490829,127.0485546,2.147420969
1492,서울특별시 도봉구 노해로63다길 34,37.654516,127.0464538,5.49037425
1493,서울특별시 도봉구 노해로63길 75,37.6534648,127.045737,5.671530956
1494,서울특별시 도봉구 노해로63가길 7,37.6531689,127.0441299,3.171558834
1495,서울특별시 도봉구 노해로45길 26,37.6517698,127.0279261,1.442892671
1496,서울특별시 도봉구 노해로41가길 16,37.649907,127.027137,1.44556564
1497,서울특별시 도봉구 노해로40길 71,37.6471154,127.0295935,1.985194101
1498,서울특별시 노원구 화랑로51길 81,37.6247198,127.0877768,2.717785366
1499,서울특별시 노원구 화랑로51길 78,37.6257794,127.0873726,2.381505092
1500,서울특별시 노원구 화랑로51길 17,37.6238712,127.0879394,3.051751264
1501,서울특별시 노원구 화랑로47길 38,37.6166071,127.0656375,4.8594091
1502,서울특별시 노원구 화랑로 556,37.6206867,127.0886787,4.835957901
1503,서울특별시 노원구 화랑로 355,37.61582,127.06754,5.826505617
1504,서울특별시 노원구 한글비석로8길 42,37.6471024,127.0796775,
1505,서울특별시 노원구 한글비석로8길 41,37.6486487,127.0783625,
1506,서울특별시 노원구 한글비석로8길 20,37.6472272,127.0772878,
1507,서울특별시 노원구 한글비석로5길 62,37.6463243,127.0753469,1.009874364
1508,서울특별시 노원구 한글비석로54길 92,37.6673747,127.0632601,1.809851132
1509,서울특별시 노원구 한글비석로52길 66,37.6674029,127.0675315,2.220576563
1510,서울특별시 노원구 한글비석로48길 6,37.6647819,127.0680666,2.558931
1511,서울특별시 노원구 한글비석로46나길 10,37.6672856,127.0688307,2.247429278
1512,서울특별시 노원구 한글비석로46가길 34,37.6662959,127.0675578,2.382090255
1513,서울특별시 노원구 한글비석로46가길 16,37.666427,127.0696148,2.441589073
1514,서울특별시 노원구 한글비석로15길 51,37.6558928,127.0740064,3.610475949
1515,서울특별시 노원구 한글비석로14길 8,37.6579558,127.0779964,1.965454921
1516,서울특별시 노원구 한글비석로 91,37.6394506,127.0709532,3.152621747
1517,서울특별시 노원구 한글비석로 6,37.6326446,127.0645889,1.92845626
1518,서울특별시 노원구 한글비석로 530,37.6661694,127.0593426,5.29190633
1519,서울특별시 노원구 한글비석로 480,37.6627915,127.0644118,5.425383533
1520,서울특별시 노원구 한글비석로 396,37.6614862,127.072822,10.78282973
1521,서울특별시 노원구 한글비석로 383,37.6589806,127.0726659,4.436044812
1522,서울특별시 노원구 한글비석로 24,37.6332359,127.065671,2.428468727
1523,서울특별시 노원구 한글비석로 151,37.6398137,127.0755733,1.306634565
1524,서울특별시 노원구 초안산로5길 22,37.6332539,127.0513553,
1525,서울특별시 노원구 초안산로2라길 26,37.630376,127.057208,
1526,서울특별시 노원구 초안산로1길 18,37.6265297,127.0517313,
1527,서울특별시 노원구 중계로8길 39,37.6471623,127.0844122,
1528,서울특별시 노원구 중계로8길 29,37.6474408,127.0828152,
1529,서울특별시 노원구 중계로8길 20,37.6455756,127.0824304,
1530,서울특별시 노원구 중계로8길 106,37.6486998,127.0849795,
1531,서울특별시 노원구 중계로8길 103,37.64809354,127.0846144,
1532,서울특별시 노원구 중계로14나길 25,37.6491475,127.0827049,
1533,서울특별시 노원구 중계로 233,37.6499123,127.0750637,
1534,서울특별시 노원구 중계로 230,37.6532581,127.0766362,1.121344621
1535,서울특별시 노원구 중계로 195,37.6497726,127.0782043,
1536,서울특별시 노원구 중계로 184,37.6513433,127.0787546,
1537,서울특별시 노원구 중계로 172-13,37.6503905,127.0817573,
1538,서울특별시 노원구 중계로 140,37.6470308,127.081287,
1539,서울특별시 노원구 월계로55길 16,37.6323576,127.061027,1.30954379
1540,서울특별시 노원구 월계로55길 15,37.6319168,127.0595,1.108986074
1541,서울특별시 노원구 월계로53길 21,37.631732,127.0582196,
1542,서울특별시 노원구 월계로45길 21,37.6259588,127.0507602,
1543,서울특별시 노원구 월계로45가길 94,37.6316981,127.0517199,
1544,서울특별시 노원구 월계로45가길 89,37.6318379,127.0502719,
1545,서울특별시 노원구 월계로 372,37.6300507,127.0605132,1.031397853
1546,서울특별시 노원구 우이천로2나길 14,37.6316871,127.0439797,
1547,서울특별시 노원구 우이천로 102,37.6313268,127.0429362,
1548,서울특별시 노원구 수락산로 246,37.6714122,127.051265,2.377783717
1549,서울특별시 노원구 수락산로 234,37.6716416,127.053546,2.667481529
1550,서울특별시 노원구 수락산로 12,37.665157,127.074769,3.428331315
1551,서울특별시 노원구 섬밭로 52,37.6211799,127.0722615,7.188665447
1552,서울특별시 노원구 섬밭로 265,37.638983,127.0626385,3.276600571
1553,서울특별시 노원구 섬밭로 232,37.6367077,127.0663518,3.719083207
1554,서울특별시 노원구 섬밭로 229,37.6355286,127.0648499,3.391392894
1555,서울특별시 노원구 섬밭로 196,37.6337068,127.0678724,3.273831942
1556,서울특별시 노원구 섬밭로 17,37.6181002,127.0723375,8.633151537
1557,서울특별시 노원구 섬밭로 139,37.6290609,127.0667987,2.657786931
1558,서울특별시 노원구 섬밭로 123,37.6273074,127.0686144,2.28826308
1559,서울특별시 노원구 석계로15길 25,37.6219737,127.0615753,1.152205156
1560,서울특별시 노원구 석계로13길 6-10,37.6212242,127.0620191,1.288768234
1561,서울특별시 노원구 석계로13길 35,37.620752,127.060832,1.270879855
1562,서울특별시 노원구 석계로 49,37.6185533,127.0625936,2.006638546
1563,서울특별시 노원구 상계로5길 12,37.6578567,127.0640146,7.021214438
1564,서울특별시 노원구 상계로3길 50,37.6587715,127.0636584,6.810341239
