번호,주소,시군구,경도,위도,소방서 평균거리,초등학교 평균거리,우체국 평균거리,지하철 평균거리,전통시장 평균거리,편의점 평균거리,유치원 평균거리,중학교 평균거리,어린이집 평균거리
327,서울특별시 영등포구 영등포로64길 11,영등포구,126.9164533,37.5142647,1.345310043,5.510549455,4.182643018,2.371018556,7.790750525,102.8291581,7.175560572,3.585646586,41.84270053
328,서울특별시 영등포구 영등포로62길 42,영등포구,126.9129531,37.51657277,2.171825228,3.57629118,5.087461008,3.46258632,21.22040271,159.5258186,4.258840093,5.319372478,29.6939693
329,서울특별시 영등포구 영등포로3길 9,영등포구,126.882579,37.5244017,,6.062985132,4.092893357,3.867409745,5.300220674,118.8099608,7.620028832,2.955770463,57.09300573
330,서울특별시 영등포구 영등포로12길 8,영등포구,126.8865433,37.5221616,,5.96278125,6.842149709,6.08856713,7.85439142,130.0509726,9.42991506,3.430738906,82.43983109
331,서울특별시 영등포구 영등포로12길 7,영등포구,126.8878466,37.5216885,,6.80834984,6.111622692,6.433675485,7.787953071,138.2592343,9.576854441,3.606087252,88.25943171
332,서울특별시 영등포구 영등포로 351,영등포구,126.9183651,37.5158124,1.504565845,5.354055859,4.298804372,3.145779133,6.809127375,102.4671099,5.194537027,3.829998523,39.08007402
333,서울특별시 영등포구 영등포로 17,영등포구,126.8835422,37.5237845,,4.187938965,4.922952179,3.71798497,6.480909345,123.2447524,8.306741245,2.917962402,66.06676863
334,서울특별시 영등포구 영등포로 106,영등포구,126.8928072,37.5213197,,6.565774344,4.180029671,6.95354893,8.957821464,164.8449001,9.661049691,3.612785695,83.44280311
335,서울특별시 영등포구 여의동로3길 10,영등포구,126.925912,37.5182033,,3.471757079,5.095909544,2.359848985,,94.94916687,5.978401313,5.562510574,44.66532156
336,서울특별시 영등포구 여의동로 97,영등포구,126.927057,37.5174234,,3.35051321,5.925793202,1.847766483,,93.38208717,6.703790959,3.213277859,46.80503228
337,서울특별시 영등포구 여의동로 213,영등포구,126.9395985,37.5186433,,2.988778603,3.613035023,,,76.24981577,8.868204978,1.463047955,16.10926438
338,서울특별시 영등포구 여의동로 143,영등포구,126.932358,37.5176189,,5.573122993,5.16132667,1.192930238,,94.08646309,8.474443083,2.649098817,35.34175082
339,서울특별시 영등포구 여의대방로9길 5,영등포구,126.9144293,37.4972694,,9.988822048,4.982550548,3.55906337,6.537015481,80.49470044,15.55938655,7.527859994,84.65430731
340,서울특별시 영등포구 여의대방로61길 19,영등포구,126.9238594,37.5143228,,5.166400293,4.521806406,2.277247302,1.523714674,89.1106817,5.321588872,3.863108667,51.26236912
341,서울특별시 영등포구 여의대방로5길 6,영등포구,126.9123051,37.4973055,,9.212172044,6.285418613,3.451995046,7.447784121,80.01348585,16.81597687,7.461239612,89.90368527
342,서울특별시 영등포구 여의대방로43라길 9,영등포구,126.9193471,37.508155,,7.796951183,2.941434411,1.084312045,8.856800951,87.75639399,11.5783613,6.320597103,66.61757044
343,서울특별시 영등포구 여의대방로35가길 19,영등포구,126.9151097,37.5011629,,8.965520394,3.868022332,4.108182818,10.24374284,87.63186598,17.27315161,7.566285352,83.56336449
344,서울특별시 영등포구 여의대방로 45,영등포구,126.9112059,37.4963711,,8.891028744,6.668784022,3.853798183,6.654129545,78.35701026,17.6548499,7.29553906,88.18888859
345,서울특별시 영등포구 여의대방로 25,영등포구,126.9094978,37.4945833,,9.757003599,7.522430816,2.73978536,6.273957922,84.84998431,19.05079941,5.546237363,81.42377415
346,서울특별시 영등포구 여의대로6길 17,영등포구,126.9298286,37.5265231,,2.335012527,3.291745868,4.093789619,,81.250917,4.729316669,2.544015466,38.45432699
347,서울특별시 영등포구 여의나루로 7,영등포구,126.9207006,37.520651,1.673204208,4.976005277,6.634312605,3.955442863,1.018758097,112.8587265,4.64906459,3.223692276,41.94273285
348,서울특별시 영등포구 여의나루로 126,영등포구,126.932655,37.52594,,2.104641722,1.293638148,4.076350072,,68.14924699,5.727590527,2.861410294,29.08836139
349,서울특별시 영등포구 여의나루로 121,영등포구,126.9311508,37.5270586,,1.522633337,1.133528663,4.094104966,,69.09514558,3.853501877,1.883458071,33.03204421
350,서울특별시 영등포구 양평로30길 51,영등포구,126.8878627,37.5444139,,2.887498174,,,,44.22975414,8.210786115,1.071974129,27.52519398
351,서울특별시 영등포구 양평로30가길 15,영등포구,126.8898114,37.5422865,,3.151612358,1.100585977,,1.111743155,54.26165614,6.573962112,2.439316134,34.82873907
352,서울특별시 영등포구 양평로24길 9,영등포구,126.8921087,37.5401252,,5.221678509,1.677819031,,1.691932605,72.88638679,6.702923265,3.862143814,41.51552092
353,서울특별시 영등포구 양평로23길 18,영등포구,126.8909429,37.5379791,,5.764649254,1.765353042,,1.694264152,76.44541654,8.350413214,6.01625106,50.1899648
354,서울특별시 영등포구 양평로17길 9,영등포구,126.8962196,37.5357495,,6.586324344,8.789012044,1.721657948,5.585215498,106.9575948,6.936872142,6.001622474,65.76463803
355,서울특별시 영등포구 양평로17길 36,영등포구,126.8934401,37.5343115,,7.963424677,2.476182394,3.193408997,2.142514321,102.9268898,8.774548768,7.39974493,68.5218773
356,서울특별시 영등포구 양평로 57,영등포구,126.8991652,37.5346101,,5.796233703,3.178579384,3.157145045,3.316418669,116.3901273,7.43050735,6.049942925,69.16791368
357,서울특별시 영등포구 양산로 177,영등포구,126.9027167,37.5239709,,6.296672807,19.94246735,6.798162728,24.38516163,232.3652429,12.28183755,2.275973096,64.9990665
358,서울특별시 영등포구 신풍로 77,영등포구,126.9118691,37.50099807,,8.936166523,3.685115637,4.106974442,10.58989922,83.24971904,18.96692708,5.534166933,85.91881179
359,서울특별시 영등포구 신길로60나길 9,영등포구,126.912262,37.5143305,1.394923661,5.249078366,3.383166437,2.41873553,22.17951513,152.0754818,8.010361463,7.063466051,40.82130658
360,서울특별시 영등포구 신길로42가길 34,영등포구,126.9150295,37.5083649,,8.184910579,2.885386609,,11.83370834,89.52224683,13.78552533,3.726468117,70.94969724
361,서울특별시 영등포구 신길로29길 17,영등포구,126.907757,37.503061,,9.952242681,4.33555321,2.663514435,10.6572547,85.73678871,23.09102077,4.734080172,79.21535246
362,서울특별시 영등포구 신길로28길 9,영등포구,126.912117,37.503998,,10.02766416,3.521542772,2.978089651,13.01804518,88.99144271,17.3289575,4.616578158,78.4084334
363,서울특별시 영등포구 신길로28길 25,영등포구,126.913341,37.503191,,10.00530564,3.521962059,3.363975457,12.14296956,90.35154517,17.35495127,5.911752225,81.97187107
364,서울특별시 영등포구 신길로 29,영등포구,126.906944,37.494512,,10.88255834,8.014247402,3.524993401,7.266238196,97.2764729,19.35774678,5.039786765,76.61677808
365,서울특별시 영등포구 신길로 119,영등포구,126.9096185,37.5029726,,9.904864186,4.102864889,3.143585132,11.696962,86.95993358,21.38050871,4.93133377,77.14479819
366,서울특별시 영등포구 신길로 108,영등포구,126.9103397,37.5012317,,9.830452884,4.645995981,3.850437984,10.38135937,85.28600138,21.06928602,5.364088037,83.44833546
367,서울특별시 영등포구 시흥대로187길 12,영등포구,126.9081879,37.4930349,,10.8067398,7.423049016,2.579760651,6.547276935,97.54613868,18.77111209,6.615275884,75.03830688
368,서울특별시 영등포구 시흥대로173길 13,영등포구,126.902438,37.4865541,,8.484935432,5.124623775,4.55839184,6.080476028,166.7611113,9.281162515,2.767236967,54.64834795
369,서울특별시 영등포구 선유서로9길 5,영등포구,126.8831609,37.5176163,,5.409434386,5.213507641,3.095518013,3.951597186,100.6977328,4.545121266,4.443569748,89.38486155
370,서울특별시 영등포구 선유서로24길 6,영등포구,126.886278,37.5234,,5.484506851,6.519398674,6.141122605,8.210503681,124.1210978,10.04362002,2.998694369,75.04531802
371,서울특별시 영등포구 선유서로21길 30,영등포구,126.882137,37.523073,,5.104227097,4.506741908,4.335666559,5.500782792,123.6945966,6.884105227,4.039705912,65.72773242
372,서울특별시 영등포구 선유서로21길 19,영등포구,126.883568,37.5221895,,4.329533534,5.96554193,4.282084702,6.588659087,127.2278003,8.026782428,4.918441738,73.13007413
373,서울특별시 영등포구 선유서로 6,영등포구,126.8844422,37.5161019,,4.8848419,5.121156668,3.41113327,3.392184926,95.09678339,4.205622876,4.413971731,93.20910382
374,서울특별시 영등포구 선유서로 50,영등포구,126.885457,37.520028,,6.132474862,5.923433565,4.199918275,6.345304795,120.8859944,7.226143092,3.794339457,89.72115645
375,서울특별시 영등포구 선유서로 40,영등포구,126.8852409,37.519134,,6.040870101,4.995619723,4.201802129,5.797328971,117.2187688,6.647141381,4.375423181,91.40405668
376,서울특별시 영등포구 선유서로 35,영등포구,126.8840481,37.5193166,,5.54248829,5.246167459,4.998228381,5.675648176,114.2645978,6.661421985,3.708118866,88.99056634
377,서울특별시 영등포구 선유서로 31,영등포구,126.8838267,37.5184364,,4.614501508,4.660912031,3.995385729,5.216005077,111.8845169,5.509955645,3.696226384,88.29206519
378,서울특별시 영등포구 선유서로 115,영등포구,126.8853638,37.5262329,,5.666750629,3.801711779,5.248136659,5.879733325,108.6933183,10.66318842,1.525562068,55.76151969
379,서울특별시 영등포구 선유로9나길 8,영등포구,126.8858207,37.5168776,,5.351599207,5.542063565,4.19037092,4.691738904,102.8220769,4.098597295,4.373166452,94.44195718
380,서울특별시 영등포구 선유로9나길 5,영등포구,126.8867198,37.51727072,,5.636531244,5.730059592,4.278715324,4.91866344,114.5219253,4.981964172,4.449044975,94.50168316
381,서울특별시 영등포구 선유로9길 31,영등포구,126.8847882,37.5171755,,5.04594847,5.355105667,4.120973121,4.75313063,104.2850391,4.307747137,3.701657028,91.9541864
382,서울특별시 영등포구 선유로47길 34,영등포구,126.89376,37.5368785,,6.47065464,3.370069161,1.220507655,3.015191784,92.93515732,7.041985453,6.174050457,55.54302741
383,서울특별시 영등포구 선유로43가길 24,영등포구,126.8919132,37.5316287,,7.784527613,2.459182424,3.794879265,2.327647017,111.7219886,13.8998469,6.183464535,72.93939716
384,서울특별시 영등포구 선유로33길 23,영등포구,126.8880477,37.5265939,,7.383960349,3.61445258,5.340301118,5.918506041,117.2433599,12.56424959,3.365976143,68.25381032
385,서울특별시 영등포구 선유로33길 22,영등포구,126.8885519,37.5272237,,6.764594397,3.18068095,5.277091896,5.402180762,117.6727776,14.88435355,3.453401876,66.21151814
386,서울특별시 영등포구 선유로 33,영등포구,126.8880592,37.5170201,,5.776835808,5.846871227,5.232476641,4.025060185,119.569786,3.805602611,4.442581486,93.05584723
387,서울특별시 영등포구 선유로 207,영등포구,126.8935179,37.5318555,,8.190148277,2.497141656,4.885956102,2.396993135,120.8862845,12.81905296,6.970901884,78.60044795
388,서울특별시 영등포구 선유로 172,영등포구,126.8927894,37.528336,,6.593857297,2.47945993,5.980299571,4.345422332,136.7454695,14.84769208,4.142022638,78.62945073
389,서울특별시 영등포구 선유동2로 56,영등포구,126.8984233,37.5333119,,6.124626682,3.980334091,4.198013034,2.401823307,130.0962597,9.060226703,7.102489951,79.08873898
390,서울특별시 영등포구 선유동2로 29,영등포구,126.8955806,37.5320347,,7.682404824,1.943749816,4.224985412,1.734382621,127.2212989,13.75426717,7.17830468,84.9107954
391,서울특별시 영등포구 버드나루로 130,영등포구,126.9085041,37.5293549,,4.971182995,14.68080759,2.493369249,1.096741982,134.6809378,9.350698236,3.252923262,49.64030671
392,서울특별시 영등포구 문래로8길 5,영등포구,126.8864037,37.5198906,,6.592668499,5.438157007,4.319054615,6.421797329,127.6938544,7.232013543,3.79402078,91.33516193
393,서울특별시 영등포구 문래로4길 6,영등포구,126.882871,37.520444,,6.960468223,5.897329262,4.223034084,5.860723414,113.1307668,6.193422808,8.929488873,82.69236493
394,서울특별시 영등포구 문래로4길 26,영등포구,126.8827818,37.5186203,,5.22645248,4.621501021,4.029424129,4.366702596,106.4287153,5.515350713,4.319534445,85.8346054
395,서울특별시 영등포구 문래로4길 20,영등포구,126.8828222,37.5195252,,6.070671764,4.979132374,4.133106217,4.783246107,111.2250191,5.717951905,3.492683751,85.4071565
396,서울특별시 영등포구 문래로20길 14,영등포구,126.8930031,37.5175814,,6.384720406,5.354850759,6.184010328,7.729470806,134.6859152,5.945239872,3.351163559,79.01341806
397,서울특별시 영등포구 문래로 82,영등포구,126.8908636,37.5183627,,7.486904092,5.664367276,6.279781668,6.019248371,134.9739637,7.230438649,3.602251685,84.8005555
398,서울특별시 영등포구 문래로 137,영등포구,126.8970491,37.51910762,,6.049456536,8.240327873,6.362770654,19.31528031,174.4111326,6.594899576,8.973770167,60.50598697
399,서울특별시 영등포구 디지털로69길 16,영등포구,126.9043881,37.4947769,,9.216647744,7.782511361,2.690717351,8.667695683,110.8032767,18.29920867,6.340563236,72.26015437
400,서울특별시 영등포구 도영로7길 7,영등포구,127.1088843,37.549662,,2.500891027,2.96357435,1.49479555,,40.37144762,3.617331387,1.486656109,13.75553919
401,서울특별시 영등포구 도영로 66,영등포구,126.9001766,37.5103949,,7.38833315,3.853682066,2.239627144,7.884506402,105.8260542,18.76779791,1.121252737,77.55843037
402,서울특별시 영등포구 도영로 2-5,영등포구,126.8949211,37.5069364,,7.615185391,4.358804223,2.529091693,2.213063047,90.07908478,17.71800732,2.025701522,86.12717411
403,서울특별시 영등포구 도신로4길 6,영등포구,126.8941884,37.5025492,,9.296797527,2.63307676,1.344004768,2.248095478,94.90577387,13.79943299,5.190305216,75.31426831
404,서울특별시 영등포구 도신로4길 14,영등포구,126.8954185,37.5023194,,10.00257611,2.762560915,1.230095438,2.346524426,95.69991114,15.1209465,5.359881417,73.1523075
405,서울특별시 영등포구 도신로29길 28,영등포구,126.9045485,37.5120598,,7.710618457,2.497696234,,21.10590146,144.9427836,14.42985765,2.190659605,67.45045515
406,서울특별시 영등포구 도신로15다길 33,영등포구,126.8971414,37.50775351,,8.702341929,4.393270912,1.82998143,3.218767375,86.07448821,20.0292651,1.165155724,81.74714836
407,서울특별시 영등포구 도신로 68-1,영등포구,126.9004211,37.5053313,,8.936703975,4.689697501,1.100916318,5.08219418,81.58163819,24.0917734,2.86819296,73.34187099
408,서울특별시 영등포구 도신로 31,영등포구,126.8956193,37.5055203,,8.896779915,4.022446691,1.854205888,1.820847519,85.04698187,18.87217333,2.315339646,78.58344825
409,서울특별시 영등포구 도신로 100,영등포구,126.9035366,37.5067447,,10.32736661,2.233355003,1.08311898,7.976421576,82.31870866,24.79526164,2.524210985,76.72608783
410,서울특별시 영등포구 도림천로 431,영등포구,126.8995138,37.4873594,,9.920295121,5.176722004,4.264609108,3.964370318,175.0676643,11.67164957,3.105762691,69.0316725
411,서울특별시 영등포구 도림로54길 14,영등포구,126.9027247,37.4950646,,12.20211154,7.924984494,2.777038728,8.912111554,113.4965305,18.22786151,6.28417482,67.77698664
412,서울특별시 영등포구 도림로47길 1,영등포구,126.89981,37.495928,,12.69151779,7.061405913,2.208776023,8.126721931,123.4162207,14.05519407,7.831132937,64.86523675
413,서울특별시 영등포구 도림로145길 28,영등포구,126.8885771,37.5142061,,5.868542893,5.010234989,4.873391445,1.018475603,104.6846671,3.772803025,4.100443906,94.61993372
414,서울특별시 영등포구 도림로143길 30,영등포구,126.889503,37.5137751,,6.716624285,5.146810731,4.912197224,1.127120758,106.9830927,4.830844857,3.94597884,99.35188795
415,서울특별시 영등포구 도림로 464,영등포구,126.8927664,37.5163791,,6.412444399,5.519502164,4.459012588,7.212849793,125.4687733,5.536954732,3.934574845,80.17360407
416,서울특별시 영등포구 도림로 365,영등포구,126.8987346,37.5091679,,7.20147474,4.222640345,1.477934504,4.542179418,83.17237856,19.25801822,1.168791737,82.30858058
417,서울특별시 영등포구 도림로 313,영등포구,126.9009904,37.5042671,,8.984438977,4.029511079,1.102588984,6.00356933,88.33804668,23.38215729,3.259159421,69.84490739
418,서울특별시 영등포구 도림로 187,영등포구,126.9009261,37.4964591,,10.89051185,7.207981857,2.763959515,7.855418437,117.0776481,17.50208722,7.483545289,66.80161088
419,서울특별시 영등포구 대방천로14길 32,영등포구,126.9087501,37.4972821,,9.147739361,7.848933553,3.033690207,8.11427878,91.83995614,18.22353727,6.275690368,84.16945977
420,서울특별시 영등포구 대방천로 180,영등포구,126.9125548,37.4982638,,8.688211864,5.349186338,3.848297015,9.584570058,80.48780556,16.83273943,7.368728562,89.02214674
421,서울특별시 영등포구 대림로29길 13,영등포구,126.8980356,37.49528802,,12.18650492,6.683407421,3.230636775,8.126447125,131.0674469,13.34067182,7.674901769,68.07914285
422,서울특별시 영등포구 대림로22길 29,영등포구,126.9036771,37.4956182,,11.04600382,8.12618201,2.778900832,8.553621996,108.0209489,18.87824325,5.449218837,68.56579537
423,서울특별시 영등포구 대림로 256,영등포구,126.8965839,37.5037835,,8.483131274,2.759860356,1.356946221,2.411425904,93.0264321,18.62729913,3.881838681,76.12942342
424,서울특별시 영등포구 당산로54길 11,영등포구,126.9059115,37.5343799,,2.791674376,4.943518365,3.475564722,1.258227757,82.5492158,6.69104693,4.164401316,41.86906226
425,서울특별시 영등포구 당산로4길 12,영등포구,126.896786,37.5160389,,6.444303091,3.394804399,3.259348089,15.32617881,148.272185,5.448683305,2.447314848,67.18347741
426,서울특별시 영등포구 당산로42길 7,영등포구,126.9006948,37.5310626,,6.562816874,7.768985652,5.594212504,1.397026498,157.1365244,12.9479922,6.158693376,89.42160186
427,서울특별시 영등포구 당산로42길 16,영등포구,126.900834,37.5296467,,6.636555191,10.47386448,6.122180337,2.251509991,172.7933131,14.52223021,5.238891039,92.27775036
428,서울특별시 영등포구 당산로42길 13,영등포구,126.9020034,37.5307189,,6.434240406,8.431099629,5.583591655,1.247922323,158.50911,13.34752543,5.651567475,86.42993102
429,서울특별시 영등포구 당산로41길 23,영등포구,126.8964119,37.5310896,,6.461134395,2.684044192,4.729083525,2.418935731,138.3461127,13.76723563,6.49298411,89.11557712
430,서울특별시 영등포구 당산로36길 12,영등포구,126.8980001,37.528049,,7.168423322,8.561969543,6.950630231,4.733546754,181.2035905,17.04735276,5.210381877,93.22240487
431,서울특별시 영등포구 당산로31길 32,영등포구,126.8936328,37.5276902,,7.927103752,1.598261629,6.751167218,4.571745822,143.1307419,15.53827432,4.009049542,81.85249164
432,서울특별시 영등포구 당산로 95,영등포구,126.894895,37.5235102,,6.114602376,5.937749787,8.833037165,8.49787491,172.278387,12.87378939,2.277850238,83.58880342
433,서울특별시 영등포구 당산로 68,영등포구,126.8963598,37.5206537,,6.987665296,8.342101513,7.69861645,17.00385742,181.9881478,10.38138618,8.685213271,63.83291625
434,서울특별시 영등포구 당산로 222,영등포구,126.9022713,37.5332373,,5.580237689,4.449892903,4.19560312,1.691673522,126.116926,9.110129851,5.978819708,67.3549933
435,서울특별시 영등포구 당산로 214,영등포구,126.902986,37.5320908,,5.771865465,7.650281995,4.225218447,1.375182752,136.2449529,11.00787841,5.79722404,74.40695922
436,서울특별시 영등포구 국회대로76가길 11,영등포구,126.9231927,37.5309637,,,5.740910521,1.046364693,,75.5816439,,,31.85343611
437,서울특별시 영등포구 국회대로54길 10,영등포구,126.9083065,37.52293523,1.79465397,4.524284302,19.71809875,3.67886727,31.99284469,232.7493714,7.482599572,,36.29823711
438,서울특별시 영등포구 국회대로50길 20,영등포구,126.905671,37.523206,1.279255589,6.041486629,30.53350898,5.813583522,31.48467689,244.3945326,9.772541503,2.065620875,48.71383162
439,서울특별시 영등포구 국회대로37길 22,영등포구,126.9012562,37.5284502,,6.587904832,11.7815524,6.478077548,7.397632976,184.5547131,15.37998042,4.502878006,89.8987033
440,서울특별시 영등포구 국회대로29길 13,영등포구,126.8955412,37.530191,,7.332046395,3.502144895,5.779256256,3.530644114,141.2274936,14.50027797,5.471968918,88.85651894
441,서울특별시 영등포구 국회대로 597,영등포구,126.9013023,37.5273128,,6.424363485,12.50913984,6.776220832,12.46756555,194.5903231,15.81884078,4.913214073,86.560377
442,서울특별시 영등포구 국회대로 552,영등포구,126.8953498,37.5279629,,6.964599326,6.564645282,6.678052178,5.016882662,156.1709692,16.25477048,4.260249381,88.19917435
443,서울특별시 영등포구 국제금융로7길 32,영등포구,126.9342433,37.5234281,,4.418017929,1.781535009,3.069805233,,72.41637036,8.803332119,6.820396253,27.06618102
444,서울특별시 영등포구 국제금융로7길 27,영등포구,126.9318535,37.5245331,,2.774927918,1.647881617,3.948815017,,82.84752069,7.404393384,3.151399944,35.21368735
445,서울특별시 영등포구 국제금융로7길 20,영등포구,126.9336795,37.5221527,,3.349207686,2.405717716,2.930675573,,78.97502573,10.07288479,3.369562999,31.27307299
446,서울특별시 영등포구 국제금융로7길 1,영등포구,126.9308314,37.5230829,,2.968713835,2.971006228,3.786656283,,92.98659859,8.435160102,3.354148358,41.45289203
447,서울특별시 영등포구 국제금융로7가길 21,영등포구,126.9355476,37.5221449,,6.204039675,1.890537559,2.540595946,,65.68273231,11.01346179,4.880918852,25.57479481
448,서울특별시 영등포구 국제금융로 86,영등포구,126.9317611,37.5202096,,2.92789464,3.712741838,2.782250832,,91.81899922,9.514098557,3.239221274,38.69479172
449,서울특별시 영등포구 국제금융로 79,영등포구,126.9325081,37.521488,,3.025976522,3.356744949,3.003126496,,86.29176219,9.766745737,3.364877946,36.51683707
450,서울특별시 영등포구 국제금융로 109,영등포구,126.9343703,37.5198261,,2.313399836,3.452827533,2.327879316,,85.93119419,11.23498578,2.88521743,30.95699146
451,서울특별시 영등포구 국제금융로 108-6,영등포구,126.9329842,37.5185166,,2.588392118,4.708930343,2.236171293,,93.53667154,9.353065637,2.781745787,35.46766908
452,서울특별시 영등포구 경인로77길 21,영등포구,126.8915407,37.5126219,,7.504666688,6.180750237,4.762113897,2.561958178,102.5420206,7.438093549,2.657280445,88.09520579
453,서울특별시 영등포구 가마산로79길 7,영등포구,126.9152452,37.5054901,,8.965460543,1.384327934,2.600447017,12.42025217,94.63561468,15.54530383,4.330526872,76.14574768
454,서울특별시 영등포구 가마산로79길 19,영등포구,126.9165908,37.506462,,9.368583423,2.430965606,2.313841788,11.30481477,89.12897895,14.30724441,5.16049724,72.22401314
455,서울특별시 영등포구 가마산로 575,영등포구,126.9188187,37.5047193,,8.533470759,2.171239989,3.605793561,8.681065812,98.73779174,13.41932443,6.346730538,71.07838227
456,서울특별시 영등포구 가마산로 468,영등포구,126.9083697,37.5056076,,10.09556562,3.887162712,1.602175404,11.9750208,81.38201792,20.66924076,3.555732253,75.62786145
457,서울특별시 영등포구 가마산로 442,영등포구,126.9093498,37.50499778,,10.90680953,3.842841574,1.836817228,12.89651393,82.09925422,21.47843484,3.804078661,77.48937798
458,서울특별시 영등포구 가마산로 426,영등포구,126.9037603,37.50411923,,9.388630225,3.931888255,1.434728146,7.958788131,89.57476571,24.95932351,3.527488571,77.15620392
459,서울특별시 영등포구 가마산로 312,영등포구,126.8946389,37.4968598,,11.79148017,4.470690253,2.042220722,4.697396678,125.7123146,9.460609376,9.121890598,67.75278208
460,서울특별시 영등포구 63로 7,영등포구,126.9352172,37.5187571,,2.784423942,3.626698819,1.05365814,,87.87142601,10.83684179,2.561730695,28.96206004
461,서울특별시 영등포구 63로 45,영등포구,126.9385984,37.5205064,,3.00110782,2.415396623,1.124417517,,69.69659376,11.61276718,2.170993659,17.35372114
462,서울특별시 양천구 지양로15길 20,양천구,126.8295859,37.5233774,,2.607170358,1.111287779,,6.031902794,33.18886075,6.17175334,2.024287852,54.37335251
463,서울특별시 양천구 중앙로53길 5,양천구,126.848656,37.5252901,1.454407613,9.959279014,2.282629651,5.313867845,10.65550833,136.2213351,11.89334371,6.589674668,100.4130115
464,서울특별시 양천구 중앙로43길 14,양천구,126.851496,37.518826,,11.13665736,4.11701001,3.853699922,11.48179134,71.76173326,9.658936577,5.905238766,88.43109332
465,서울특별시 양천구 중앙로29길 61,양천구,126.8472217,37.5188916,,11.41172173,2.252429426,2.012199434,11.02634133,81.01896997,12.64970312,7.12209406,100.7916947
466,서울특별시 양천구 중앙로29길 55,양천구,126.8474503,37.5165172,,10.57989703,2.348217229,1.71206396,8.963809964,62.93484124,11.18158431,7.842246433,88.73517458
467,서울특별시 양천구 중앙로29길 108,양천구,126.8488666,37.5209773,1.07531417,11.38640929,1.5499882,3.158435749,11.58519445,92.69940462,11.18335262,6.871899144,102.1843986
468,서울특별시 양천구 월정로9길 17,양천구,126.8394482,37.5243645,,6.999530125,1.714815991,,10.46947395,115.5860429,13.64694471,3.289910504,111.0005505
469,서울특별시 양천구 월정로 306,양천구,126.8293478,37.5440478,,5.807813433,,1.203246211,2.868732377,85.38691347,11.42774678,10.58992469,66.95681104
470,서울특별시 양천구 월정로 303,양천구,126.8284979,37.5445455,,4.971625356,,1.169037027,2.68339953,75.71519147,11.85128159,10.62034264,65.48316539
471,서울특별시 양천구 오목로5길 19,양천구,126.8400971,37.5233264,,8.348019323,1.404663778,,10.80895127,115.6316241,14.50438615,4.566461211,111.5947656
472,서울특별시 양천구 오목로1길 46,양천구,126.8369039,37.5243291,,6.807852346,1.865309952,,10.6046448,97.03532277,14.11508155,1.226362201,102.1893134
473,서울특별시 양천구 오목로13길 7,양천구,126.8448771,37.52371,,10.50597974,1.065549884,3.345317627,11.35676424,130.9425068,11.62731187,4.619767232,105.2681969
474,서울특별시 양천구 오목로 300,양천구,126.870491,37.524211,,10.63897786,2.374883624,4.067339856,1.538052751,104.9570263,11.13823994,5.291555483,52.0730541
475,서울특별시 양천구 오목로 299,양천구,126.8702493,37.5254967,,9.357501346,2.217064298,4.176728032,1.325244647,110.9728736,10.18154355,4.911591209,47.32942715
476,서울특별시 양천구 신정이펜2로 55,양천구,126.8304576,37.5159445,,7.425138778,,,2.52048383,32.97323147,14.89312245,3.901523148,57.04795973
477,서울특별시 양천구 신정이펜1로 99,양천구,126.8272849,37.5148377,,4.742834238,,,,19.01621025,9.366573467,2.657785916,37.36495038
478,서울특별시 양천구 신정이펜1로 51,양천구,126.8298689,37.5107697,,5.08321019,,,,17.07382534,9.899338699,2.228245557,32.43004368
479,서울특별시 양천구 신정이펜1로 50,양천구,126.8317714,37.5117701,,7.210994324,,,,27.91421785,13.93003973,2.688594102,46.46636871
480,서울특별시 양천구 신정이펜1로 27,양천구,126.8333166,37.5107745,,6.51275536,,,,27.1110973,12.77597853,3.552826159,45.57759634
481,서울특별시 양천구 신정로7길 76,양천구,126.8354272,37.5134521,,9.731468161,,,2.361578825,42.34311287,19.6831668,4.838176796,68.55175038
482,서울특별시 양천구 신정로7길 75,양천구,126.8337341,37.51304941,,10.89230912,,,1.028406559,37.23449688,19.14320316,4.274863126,61.70608194
483,서울특별시 양천구 신정로7길 70,양천구,126.8362128,37.5126705,,9.642412955,,,2.352622508,40.49219377,18.11712597,4.744738269,66.565987
484,서울특별시 양천구 신정로7길 60-7,양천구,126.8390636,37.5133188,,9.777609476,,,3.168103343,49.98305922,18.09210629,6.202786257,74.8460192
485,서울특별시 양천구 신정로14길 6,양천구,126.8443952,37.5080816,,8.661304236,1.107547556,,2.310532005,40.84902921,11.57042997,8.085351871,62.79074492
486,서울특별시 양천구 신정로14길 1,양천구,126.8446745,37.5091685,,9.028854717,1.00971883,,3.169218133,39.10158137,11.73232651,8.230037899,61.83645486
487,서울특별시 양천구 신정로13길 50,양천구,126.8425224,37.513351,,9.312429207,,,3.86214835,47.44747768,15.48095079,6.748967925,81.98536363
488,서울특별시 양천구 신정로13길 38,양천구,126.8431245,37.5125102,,10.75216796,,,3.286893712,44.89881354,16.46431025,6.934539989,73.13952812
489,서울특별시 양천구 신정로11길 63,양천구,126.8368562,37.5114679,,9.223309122,,,2.192369634,36.00878429,15.32306088,4.565242487,58.94107678
490,서울특별시 양천구 신정로11길 20,양천구,126.8391532,37.5119294,,9.643098611,,,2.633344228,43.69880216,15.89215424,6.269454175,68.60959541
